OverallRating,ReviewHeader,ReviewBody,SeatType,SeatComfort,CabinStaffService,GroundService,ValueForMoney,Recommended,Food&Beverages,InflightEntertainment,processed,zs_preds,bt_preds,hybrid_labels,topic_keywords,related_terms
2,new club seating no better economy,London Heathrow Budapest British Airways I not choose BA flight It arranged cruise tour operator Online check ok Bag drop agent surly unhelpful Terminal 3 lounge chaotic Tables grubby cluttered dirty plate glass At 1000am morning food available stale croissant Servers lounge unhelpful reluctant produce champagne requested Boarding process BA chaos I come expect Why BA gate staff show much resentment towards premium passagers New club seating atrocious No better economy centre seat empty No drink offered boarding Economy passagers access past club section via narrow aisle carrying dragging oversized cabin baggage Late take due mix economy seat allocation late arrival passenger needing wheelchair assistance Seat uncomfortable Little legroom much recline available seat front The saving point cabin manager whose hardwork helpfulness not matched workshy crew Where BA recruit useless staff specially trained no customer focus BA certainly not airline choice Many lesson learned no frill competitor,Business Class,1,3,1,1,0,1,3,london heathrow budapest choose arranged cruise tour operator online check ok bag drop agent surly unhelpful terminal lounge chaotic tables grubby cluttered dirty plate glass 1000am morning food available stale croissant servers lounge unhelpful reluctant produce champagne requested boarding process chaos come expect gate staff show much resentment towards premium passagers new club seating atrocious better economy centre seat empty drink offered boarding economy passagers access past club section via narrow aisle carrying dragging oversized cabin baggage late take due mix economy seat allocation late arrival passenger needing wheelchair assistance seat uncomfortable little legroom much recline available seat front saving point cabin manager whose hardwork helpfulness matched workshy crew recruit useless staff specially trained customer focus certainly choice many lesson learned frill competitor,"['Airline Staff & Ground Services', 'Seating Comfort', 'Booking & Check-in Issues']",[],"['Booking & Check-in Issues', 'Airline Staff & Ground Services', 'Seating Comfort']",[],
2,not worth every level,The British Airways Club Europe Business product dreadful value money The lounge Geneva airport fine busy previous flight delayed Boarding wasnt done priority free gate fine nothing special My real issue offering onboard no special seat middle seat three left free We served meal lettuce leaf two tomato two bit cheese piece chicken really BA To top remote stand Heathrow took long time get transfer bus u Just not worth every level,Business Class,1,4,3,1,0,2,3,club europe business product dreadful value money lounge geneva airport fine busy previous delayed boarding wasnt done priority free gate fine nothing special real issue offering onboard special seat middle seat three left free served meal lettuce leaf two tomato two bit cheese piece chicken really top remote stand heathrow took long time get transfer bus u worth every level,"['Booking & Check-in Issues', 'Airline Staff & Ground Services', 'Baggage Problems']","['Baggage Problems', 'Seating Comfort']","['Airline Staff & Ground Services', 'Baggage Problems', 'Booking & Check-in Issues', 'Seating Comfort']","['refund', 'cabin', 'ground', 'crew', 'entertainment', 'meal', 'seat', 'emergency', 'booking', 'delay', 'drink', 'snack', 'dublin', 'comfort', 'loyalty', 'cancel', 'luggage', 'sister', 'name', 'wifi', 'baggage', 'lost', 'singapore', 'food', 'clothes', 'assist', 'expensive', 'bag', 'risk', 'compensation', 'missing', 'ticket', 'security', 'legroom']","refund, cabin, ground, crew, entertainment, meal, seat, emergency, booking, delay, drink, snack, dublin, comfort, loyalty, cancel, luggage, sister, name, wifi, baggage, lost, singapore, food, clothes, assist, expensive, bag, risk, compensation, missing, ticket, security, legroom"
1,standard dropped dramatically,British Airways standard dropped dramatically My flight Heathrow New York JFK awful Passengers not given hand towel menu dinner service I given one choice meal The interior aircraft looked worn shoddy litter ground entering aircraft onboard entertainment system aircraft outdated say least limited choice available screen scratched kept flickering throughout flight Even blanket pillow looked though many wash The exterior aircraft also dirty unkept Staff board appeared far athletic British Airways falling far behind level service provided top tier Far East Middle Eastern airline Not impressed,Economy Class,1,1,1,1,0,1,1,standard dropped dramatically heathrow new york jfk awful passengers given hand towel menu dinner service given one choice meal interior aircraft looked worn shoddy litter ground entering aircraft onboard entertainment system aircraft outdated say least limited choice available screen scratched kept flickering throughout even blanket pillow looked though many wash exterior aircraft also dirty unkept staff board appeared far athletic falling far behind level service provided top tier far east middle eastern impressed,"['In-Flight Experience Issues', 'Airline Staff & Ground Services', 'Flight Delays & Cancellations']","['Food and Beverage', 'Baggage Problems']","['Airline Staff & Ground Services', 'Baggage Problems', 'Food and Beverage', 'Flight Delays & Cancellations', 'In-Flight Experience Issues']","['refund', 'cabin', 'ground', 'chip', 'crew', 'entertainment', 'meal', 'seat', 'emergency', 'booking', 'delay', 'drink', 'snack', 'dublin', 'loyalty', 'cancel', 'luggage', 'sister', 'name', 'wifi', 'baggage', 'lost', 'food', 'clothes', 'gatwick', 'assist', 'expensive', 'bag', 'risk', 'compensation', 'wheelchair', 'missing', 'safety', 'athens', 'ticket', 'security', 'legroom']","refund, cabin, ground, chip, crew, entertainment, meal, seat, emergency, booking, delay, drink, snack, dublin, loyalty, cancel, luggage, sister, name, wifi, baggage, lost, food, clothes, gatwick, assist, expensive, bag, risk, compensation, wheelchair, missing, safety, athens, ticket, security, legroom"
4,stop charging people extra,Flew London Heathrow Bangkok via Kuala Lumpur return We resented pay 66 reserve seat way back decided not principle I would suggest British Airways not behave like no frill airline name brand mean much cheap airline So please stop charging people extra booked paid I come back fly decided realise reputation honest airline not like cheap rate greedy airline I might one customer one customer review cant read many,Business Class,5,5,5,1,0,3,5,flew london heathrow bangkok via kuala lumpur return resented pay reserve seat way back decided principle would suggest behave like frill name brand mean much cheap please stop charging people extra booked paid come back fly decided realise reputation honest like cheap rate greedy might one customer one customer review cant read many,"['Booking & Check-in Issues', 'Refund & Compensation Disputes', 'In-Flight Experience Issues']","['Food and Beverage', 'Refund & Compensation Disputes', 'Seating Comfort', 'Booking & Check-in Issues']","['Refund & Compensation Disputes', 'Food and Beverage', 'Booking & Check-in Issues', 'Seating Comfort', 'In-Flight Experience Issues']","['refund', 'cabin', 'ground', 'chip', 'crew', 'entertainment', 'meal', 'seat', 'cancelled', 'emergency', 'reschedule', 'amsterdam', 'booking', 'voucher', 'delay', 'call', 'drink', 'snack', 'comfort', 'number', 'cancel', 'luggage', 'wifi', 'singapore', 'food', 'gatwick', 'expensive', 'bag', 'email', 'risk', 'compensation', 'wheelchair', 'rebook', 'safety', 'athens', 'reservation', 'ticket', 'security', 'legroom']","refund, cabin, ground, chip, crew, entertainment, meal, seat, cancelled, emergency, reschedule, amsterdam, booking, voucher, delay, call, drink, snack, comfort, number, cancel, luggage, wifi, singapore, food, gatwick, expensive, bag, email, risk, compensation, wheelchair, rebook, safety, athens, reservation, ticket, security, legroom"
2,Business class beware,Refusing pay 73 pp reserve seat Business Class stunt worthy Ryanair I checked two passenger online 20 minute online check opened find one seat row 7 row 11 There no option change seat no phone contact given I tried phone British Airways Kuala Lumpur office number given would not connect I went BA Office listed Kuala Lumpur find closed moved another location Ampang Park Still asked several people no one knew BA office Arriving airport I told flight full change seat might possible board proved case But I found next family three small child Although parent could amuse child always going difficult 13 hour flight It long night difficult flight The sight young child nappy wandering around not I expected business class All flight flying nursery I would rather forget I know reviewer site used acronym BA Better Avoid Business class beware,Business Class,5,5,5,1,0,5,5,refusing pay pp reserve seat business class stunt worthy ryanair checked two passenger online minute online check opened find one seat row row option change seat phone contact given tried phone kuala lumpur office number given would connect went office listed kuala lumpur find closed moved another location ampang park still asked several people one knew office arriving airport told full change seat might possible board proved case found next family three small child although parent could amuse child always going difficult long night difficult sight young child nappy wandering around expected business class flying nursery would rather forget know reviewer site used acronym better avoid business class beware,"['Booking & Check-in Issues', 'Airline Staff & Ground Services', 'Accessibility and special assistance']","['Seating Comfort', 'Food and Beverage', 'Refund & Compensation Disputes', 'Baggage Problems']","['Refund & Compensation Disputes', 'Airline Staff & Ground Services', 'Baggage Problems', 'Food and Beverage', 'Booking & Check-in Issues', 'Seating Comfort', 'Accessibility and special assistance']","['refund', 'cabin', 'ground', 'chip', 'crew', 'entertainment', 'meal', 'seat', 'cancelled', 'emergency', 'reschedule', 'amsterdam', 'booking', 'voucher', 'delay', 'call', 'drink', 'snack', 'dublin', 'comfort', 'number', 'loyalty', 'cancel', 'luggage', 'sister', 'name', 'wifi', 'baggage', 'lost', 'singapore', 'food', 'gatwick', 'clothes', 'assist', 'expensive', 'bag', 'email', 'risk', 'compensation', 'wheelchair', 'rebook', 'missing', 'safety', 'athens', 'reservation', 'ticket', 'security', 'legroom']","refund, cabin, ground, chip, crew, entertainment, meal, seat, cancelled, emergency, reschedule, amsterdam, booking, voucher, delay, call, drink, snack, dublin, comfort, number, loyalty, cancel, luggage, sister, name, wifi, baggage, lost, singapore, food, gatwick, clothes, assist, expensive, bag, email, risk, compensation, wheelchair, rebook, missing, safety, athens, reservation, ticket, security, legroom"
1,business configuration far personal,Having flown Emirates Thai A380 I high hope great experience British Airways Not The lounge Johannesburg packed space general claustrophobic Onboard I used personalised greeting warm smile glass two fine champagne within minute arriving It took BA cabin crew final second boarding offer drink certainly disappeared second drink could requested Business configuration far personal someone sitting directly opposite Seats extremely uncomfortable business class At meal time member cabin crew came kicked closed drawer part seat No decorum I better service easyjet Very difficult sleep person adjacent seat front mine climb leg get aisle Terrible No way BA,Business Class,1,1,1,1,0,2,2,flown emirates thai a380 high hope great experience lounge johannesburg packed space general claustrophobic onboard used personalised greeting warm smile glass two fine champagne within minute arriving took cabin crew final second boarding offer drink certainly disappeared second drink could requested business configuration far personal someone sitting directly opposite seats extremely uncomfortable business class meal time member cabin crew came kicked closed drawer part seat decorum better service easyjet difficult sleep person adjacent seat front mine climb leg get aisle terrible way,"['In-Flight Experience Issues', 'Seating Comfort', 'Airline Staff & Ground Services']",['Baggage Problems'],"['Airline Staff & Ground Services', 'Seating Comfort', 'Baggage Problems', 'In-Flight Experience Issues']","['refund', 'ground', 'emergency', 'booking', 'delay', 'dublin', 'loyalty', 'cancel', 'luggage', 'sister', 'name', 'baggage', 'lost', 'clothes', 'assist', 'bag', 'risk', 'compensation', 'missing', 'ticket', 'security']","refund, ground, emergency, booking, delay, dublin, loyalty, cancel, luggage, sister, name, baggage, lost, clothes, assist, bag, risk, compensation, missing, ticket, security"
2,appalling service received,Absolute appalling service received British Airways I morning flight Amsterdam London cancelled fog flight 10am even though weather clear 930 refused book another flight 10pm not even meal offered time I airport 7am till 9pm 14 hour told weather hand even though 10 flight London period I shocked treatment given way I held airline high esteem point I refused purchase flight via related since time even cheapest ticket direct route,Economy Class,2,1,1,1,0,3,3,absolute appalling service received morning amsterdam london cancelled fog 10am even though weather clear refused book another 10pm even meal offered time airport 7am till 9pm told weather hand even though london period shocked treatment given way held high esteem point refused purchase via related since time even cheapest ticket direct route,['Flight Delays & Cancellations'],['Baggage Problems'],"['Flight Delays & Cancellations', 'Baggage Problems']","['refund', 'ground', 'emergency', 'booking', 'delay', 'dublin', 'loyalty', 'cancel', 'luggage', 'sister', 'name', 'baggage', 'lost', 'clothes', 'assist', 'bag', 'risk', 'compensation', 'missing', 'ticket', 'security']","refund, ground, emergency, booking, delay, dublin, loyalty, cancel, luggage, sister, name, baggage, lost, clothes, assist, bag, risk, compensation, missing, ticket, security"
1,lost business forever,Can not believe bad British Airways We arrived early airport Kuala Lumpur catch flight London premium economy They would not allow u check online soon discovered The flight massively overbooked There 39 seat premium economy overbooked 10 There long queue passenger economy also could not get seat This utterly irresponsible Very people book long haul flight across world fail show without cancelling We told manager happens almost every night Not single employee British Airways manage situation It left poor Malaysia Airlines handling staff agent try deal They offered u economy seat another airline miserable compensation journey would take 7 hour longer They refused reasonable request give u upgrade way home offer form compensation It well airline want maximise profit good airline must care little passenger British Airways lost business forever,Premium Economy,1,1,1,1,0,1,1,believe bad arrived early airport kuala lumpur catch london premium economy would allow u check online soon discovered massively overbooked seat premium economy overbooked long queue passenger economy also could get seat utterly irresponsible people book long haul across world fail show without cancelling told manager happens almost every night single employee manage situation left poor malaysia airlines handling staff agent try deal offered u economy seat another miserable compensation journey would take longer refused reasonable request give u upgrade way home offer form compensation well want maximise profit good must care little passenger lost business forever,"['Flight Delays & Cancellations', 'Airline Staff & Ground Services', 'Booking & Check-in Issues']","['Food and Beverage', 'Refund & Compensation Disputes', 'Seating Comfort', 'Booking & Check-in Issues']","['Refund & Compensation Disputes', 'Airline Staff & Ground Services', 'Food and Beverage', 'Booking & Check-in Issues', 'Seating Comfort', 'Flight Delays & Cancellations']","['refund', 'cabin', 'ground', 'chip', 'crew', 'entertainment', 'meal', 'seat', 'cancelled', 'emergency', 'reschedule', 'amsterdam', 'booking', 'voucher', 'delay', 'call', 'drink', 'snack', 'comfort', 'number', 'cancel', 'luggage', 'wifi', 'singapore', 'food', 'gatwick', 'expensive', 'bag', 'email', 'risk', 'compensation', 'wheelchair', 'rebook', 'safety', 'athens', 'reservation', 'ticket', 'security', 'legroom']","refund, cabin, ground, chip, crew, entertainment, meal, seat, cancelled, emergency, reschedule, amsterdam, booking, voucher, delay, call, drink, snack, comfort, number, cancel, luggage, wifi, singapore, food, gatwick, expensive, bag, email, risk, compensation, wheelchair, rebook, safety, athens, reservation, ticket, security, legroom"
8,not bad,Zurich London Heathrow British Airways The lounge Zurich fine Reasonable selection food booze albeit shared lounge Given number flight sector one wonder BA could not small personalised set But talking BA nothing normal Flight rammed I doubt could get field mouse plane full The plane left 25 minute late couple gin tonic way I could not care less Seats usual cramped 3 2 configuration unique BA regional business class A lousy set FAs friendly provided great customer service I complained high number economy passenger hijacking Club Europe WCs I not snob mean given I paid 450 one way ticket surely ease use loo not unreasonable FAs sympathetic I filled complaint card All not bad apart miserable seat not able get plane quickly,Business Class,1,5,2,3,0,1,1,zurich london heathrow lounge zurich fine reasonable selection food booze albeit shared lounge given number sector one wonder could small personalised set talking nothing normal rammed doubt could get field mouse plane full plane left minute late couple gin tonic way could care less seats usual cramped configuration unique regional business class lousy set fas friendly provided great customer service complained high number economy passenger hijacking club europe wcs snob mean given paid one way ticket surely ease use loo unreasonable fas sympathetic filled complaint card bad apart miserable seat able get plane quickly,"['Seating Comfort', 'Airline Staff & Ground Services', 'Food and Beverage']","['Baggage Problems', 'Seating Comfort']","['Airline Staff & Ground Services', 'Baggage Problems', 'Food and Beverage', 'Seating Comfort']","['refund', 'cabin', 'ground', 'crew', 'entertainment', 'meal', 'seat', 'emergency', 'booking', 'delay', 'drink', 'snack', 'dublin', 'comfort', 'loyalty', 'cancel', 'luggage', 'sister', 'name', 'wifi', 'baggage', 'lost', 'singapore', 'food', 'clothes', 'assist', 'expensive', 'bag', 'risk', 'compensation', 'missing', 'ticket', 'security', 'legroom']","refund, cabin, ground, crew, entertainment, meal, seat, emergency, booking, delay, drink, snack, dublin, comfort, loyalty, cancel, luggage, sister, name, wifi, baggage, lost, singapore, food, clothes, assist, expensive, bag, risk, compensation, missing, ticket, security, legroom"
1,didnt really pay attention,Flying Club Europe London City Berlin Tegel returning economy British Airways The outbound flight delayed nearly 1 hour However journey smooth enjoyable The food offered CE cabin delicious Flying back economy absolute nightmare Everything went wrong checking lounge access baggage claim extremely poor service relating missing luggage I done online check return flight Just went check counter drop luggage The check agent offered paper boarding pas later I discovered incorrectly issued She checked someone else happens last name mine After I dropped luggage I went business lounge I silver member I provided recepitionist paper boarding pas entrance declined Not surprising given fact gave wrong boarding pas However I showed receptionist silver status mobile app She didnt even look told membership downgraded system didnt investigate anything asked call BA I didnt bother When I queuing passport control I noticed destination shown boarding pas incorrect I approached BA staff gate immediately I cleared security BA staff shocked I checked someone elses name Wrong name Wrong flight etc They asked go correct gate immediately also told checked luggage wrong flight I might not back upon arrival LCY They gave new luggage tag After arriving LCY waited 20mins bag didnt show I approached baggage claim agent phone I explained situation didnt really pay attention asked stand next conveyor belt insisting luggage would arrive Again no investigation rushed service bit rude 3 day later no luggage still despite fact located luggage,Economy Class,3,4,1,1,0,4,1,flying club europe london city berlin tegel returning economy outbound delayed nearly however journey smooth enjoyable food offered ce cabin delicious flying back economy absolute nightmare everything went wrong checking lounge access baggage claim extremely poor service relating missing luggage done online check return went check counter drop luggage check agent offered paper boarding pas later discovered incorrectly issued checked someone else happens last name mine dropped luggage went business lounge silver member provided recepitionist paper boarding pas entrance declined surprising given fact gave wrong boarding pas however showed receptionist silver status mobile app didnt even look told membership downgraded system didnt investigate anything asked call didnt bother queuing passport control noticed destination shown boarding pas incorrect approached staff gate immediately cleared security staff shocked checked someone elses name wrong name wrong etc asked go correct gate immediately also told checked luggage wrong might back upon arrival lcy gave new luggage tag arriving lcy waited 20mins bag didnt show approached baggage claim agent phone explained situation didnt really pay attention asked stand next conveyor belt insisting luggage would arrive investigation rushed service bit rude day later luggage still despite fact located luggage,"['Baggage Problems', 'Booking & Check-in Issues', 'Airline Staff & Ground Services']","['Flight Delays & Cancellations', 'Baggage Problems', 'Refund & Compensation Disputes']","['Refund & Compensation Disputes', 'Airline Staff & Ground Services', 'Baggage Problems', 'Booking & Check-in Issues', 'Flight Delays & Cancellations']","['connecting', 'refund', 'ground', 'cabin', 'entertainment', 'change', 'crew', 'cancelled', 'emergency', 'reschedule', 'amsterdam', 'booking', 'voucher', 'standby', 'delay', 'call', 'dublin', 'number', 'loyalty', 'cancel', 'luggage', 'delayed', 'sister', 'name', 'baggage', 'lost', 'food', 'clothes', 'assist', 'expensive', 'bag', 'email', 'risk', 'pm', 'compensation', 'rebook', 'missing', 'ticket', 'reservation', 'security']","connecting, refund, ground, cabin, entertainment, change, crew, cancelled, emergency, reschedule, amsterdam, booking, voucher, standby, delay, call, dublin, number, loyalty, cancel, luggage, delayed, sister, name, baggage, lost, food, clothes, assist, expensive, bag, email, risk, pm, compensation, rebook, missing, ticket, reservation, security"
3,let u sit inside 3 hour,British Airways flight Baltimore Heathrow good Connecting Heathrow Amsterdam disaster They board passagers onto plane later find plane defect The pilot engineer tried fixing problem let u sit inside 3 hour Finally discovered couldnt fix took another 30 min let u back terminal u find solution No food 7 hour searching flight Amsterdam Got Amsterdam luggage never loaded onto plane,Economy Class,4,2,1,1,0,1,3,baltimore heathrow good connecting heathrow amsterdam disaster board passagers onto plane later find plane defect pilot engineer tried fixing problem let u sit inside finally discovered couldnt fix took another min let u back terminal u find solution food searching amsterdam got amsterdam luggage never loaded onto plane,"['Baggage Problems', 'In-Flight Experience Issues']","['Flight Delays & Cancellations', 'Baggage Problems', 'Refund & Compensation Disputes']","['Refund & Compensation Disputes', 'Baggage Problems', 'Flight Delays & Cancellations', 'In-Flight Experience Issues']","['connecting', 'refund', 'ground', 'cabin', 'entertainment', 'change', 'crew', 'cancelled', 'emergency', 'reschedule', 'amsterdam', 'booking', 'voucher', 'standby', 'delay', 'call', 'dublin', 'number', 'loyalty', 'cancel', 'luggage', 'delayed', 'sister', 'name', 'baggage', 'lost', 'food', 'clothes', 'assist', 'expensive', 'bag', 'email', 'risk', 'pm', 'compensation', 'rebook', 'missing', 'ticket', 'reservation', 'security']","connecting, refund, ground, cabin, entertainment, change, crew, cancelled, emergency, reschedule, amsterdam, booking, voucher, standby, delay, call, dublin, number, loyalty, cancel, luggage, delayed, sister, name, baggage, lost, food, clothes, assist, expensive, bag, email, risk, pm, compensation, rebook, missing, ticket, reservation, security"
2,not fly British Airways,London Heathrow Atlanta A delayed flight made worse pilot assured u arrangement made connecting flight The reality standing line 6 hour causing u miss flight airline I not fly British Airways,Premium Economy,3,3,1,2,0,3,1,london heathrow atlanta delayed made worse pilot assured u arrangement made connecting reality standing line causing u miss fly,"['Flight Delays & Cancellations', 'In-Flight Experience Issues']",['Flight Delays & Cancellations'],"['Flight Delays & Cancellations', 'In-Flight Experience Issues']","['connecting', 'refund', 'ground', 'cabin', 'entertainment', 'change', 'reschedule', 'booking', 'voucher', 'standby', 'delay', 'cancel', 'luggage', 'delayed', 'lost', 'food', 'expensive', 'risk', 'pm', 'compensation', 'ticket', 'reservation', 'security']","connecting, refund, ground, cabin, entertainment, change, reschedule, booking, voucher, standby, delay, cancel, luggage, delayed, lost, food, expensive, risk, pm, compensation, ticket, reservation, security"
1,absolutely terrible service,Flew Marseille London Absolutely terrible service Flight delayed four hour Checkin staff rude arrogant didnt explain delay Plane not clean The one consolation pilot coming cockpit apologise delay offered opportunity passenger view inside cockpit For money charge get better service elsewhere I would recommend using airline personally,Economy Class,3,1,1,1,0,1,1,flew marseille london absolutely terrible service delayed four checkin staff rude arrogant didnt explain delay plane clean one consolation pilot coming cockpit apologise delay offered opportunity passenger view inside cockpit money charge get better service elsewhere would recommend using personally,"['In-Flight Experience Issues', 'Airline Staff & Ground Services', 'Flight Delays & Cancellations']","['Refund & Compensation Disputes', 'Seating Comfort']","['Refund & Compensation Disputes', 'Airline Staff & Ground Services', 'Seating Comfort', 'Flight Delays & Cancellations', 'In-Flight Experience Issues']","['refund', 'cabin', 'ground', 'crew', 'entertainment', 'meal', 'seat', 'cancelled', 'reschedule', 'amsterdam', 'booking', 'voucher', 'delay', 'call', 'drink', 'snack', 'comfort', 'number', 'cancel', 'luggage', 'wifi', 'singapore', 'food', 'expensive', 'bag', 'email', 'risk', 'compensation', 'rebook', 'reservation', 'ticket', 'legroom']","refund, cabin, ground, crew, entertainment, meal, seat, cancelled, reschedule, amsterdam, booking, voucher, delay, call, drink, snack, comfort, number, cancel, luggage, wifi, singapore, food, expensive, bag, email, risk, compensation, rebook, reservation, ticket, legroom"
3,seat narrow close together,Los Angeles Rome via London British Airways Our flight LAX Rome time generally good We upgraded Economy Premium Economy airport 382 We tried upgrade ahead time frequent flyer point could not booked Costco Costco said needed go thru BA BA said go thru Costco Boarding not well organized Our flight London delayed difficult time finding go airport departure board not list gate departure time kept changing One BA associate told u would probably leave gate 18 proved incorrect information We finally asked attendant random gate looked iPad We sprint back gate 1 15 minute departure When arrived gate told would bussed gate We waited another 25 minute bus Seats fairly comfortable Food okay small steak served cooked hard rock We arrived Rome almost 2 hour late Coming home traveled economy decided charge upgrade way not good value Our flight Rome London late arriving made u almost hour late taking Rome Boarding chaotic couldnt understand announcement made board Other people turned back rather rudely BA staff Everyone seemed confused Snack board small tasty We express serviced security London order catch connecting flight No time catch snack use toilet Boarding inprocess arrived gate Then sat tarmac hour could take Seats narrow close together point person front reclined seat back seat close face You go horizontalin order get seat use rest room Arm rest seat end row not lift entirely slide arm rest Food pretty good On board entertainment good Service slow forcing sit extended length time tray squeezed front Our luggage extended vacation not make flight London We arrived 25 minute late LAX I also take exception 90 luggage charge per leg trip 2nd bag 1st bag no charge 380 round trip charge 2nd bag steep,Economy Class,1,2,2,1,0,2,4,los angeles rome via london lax rome time generally good upgraded economy premium economy airport tried upgrade ahead time frequent flyer point could booked costco costco said needed go thru said go thru costco boarding well organized london delayed difficult time finding go airport departure board list gate departure time kept changing one associate told u would probably leave gate proved incorrect information finally asked attendant random gate looked ipad sprint back gate minute departure arrived gate told would bussed gate waited another minute bus seats fairly comfortable food okay small steak served cooked hard rock arrived rome almost late coming home traveled economy decided charge upgrade way good value rome london late arriving made u almost late taking rome boarding chaotic couldnt understand announcement made board people turned back rather rudely staff everyone seemed confused snack board small tasty express serviced security london order catch connecting time catch snack use toilet boarding inprocess arrived gate sat tarmac could take seats narrow close together point person front reclined seat back seat close face go horizontalin order get seat use rest room arm rest seat end row lift entirely slide arm rest food pretty good board entertainment good service slow forcing sit extended length time tray squeezed front luggage extended vacation make london arrived minute late lax also take exception luggage charge per leg trip 2nd bag 1st bag charge round trip charge 2nd bag steep,['Baggage Problems'],"['Seating Comfort', 'Refund & Compensation Disputes']","['Refund & Compensation Disputes', 'Seating Comfort', 'Baggage Problems']","['refund', 'cabin', 'ground', 'crew', 'entertainment', 'meal', 'seat', 'cancelled', 'reschedule', 'amsterdam', 'booking', 'voucher', 'delay', 'call', 'drink', 'snack', 'comfort', 'number', 'cancel', 'luggage', 'wifi', 'singapore', 'food', 'expensive', 'bag', 'email', 'risk', 'compensation', 'rebook', 'reservation', 'ticket', 'legroom']","refund, cabin, ground, crew, entertainment, meal, seat, cancelled, reschedule, amsterdam, booking, voucher, delay, call, drink, snack, comfort, number, cancel, luggage, wifi, singapore, food, expensive, bag, email, risk, compensation, rebook, reservation, ticket, legroom"
3,could not check luggage,My wife I used Avios get two return ticket London Heathrow Johannesburg After done business travel plan clear later booked separate ticket using cash return Edinburgh London Heathrow When checked JNB told could not check luggage EDI two sector different still BA ticket Apparently rule quietly introduced British Airways 1 June The flight good want encourage two Gold card holder use airline going right way,First Class,4,5,1,1,0,4,3,wife used avios get two return ticket london heathrow johannesburg done business travel plan clear later booked separate ticket using cash return edinburgh london heathrow checked jnb told could check luggage edi two sector different still ticket apparently rule quietly introduced june good want encourage two gold card holder use going right way,['Booking & Check-in Issues'],"['Baggage Problems', 'Seating Comfort', 'Food and Beverage']","['Booking & Check-in Issues', 'Seating Comfort', 'Baggage Problems', 'Food and Beverage']","['refund', 'cabin', 'ground', 'chip', 'crew', 'entertainment', 'meal', 'seat', 'emergency', 'booking', 'delay', 'drink', 'snack', 'dublin', 'comfort', 'loyalty', 'cancel', 'luggage', 'sister', 'name', 'wifi', 'baggage', 'lost', 'singapore', 'food', 'gatwick', 'clothes', 'assist', 'expensive', 'bag', 'risk', 'compensation', 'wheelchair', 'missing', 'safety', 'athens', 'ticket', 'security', 'legroom']","refund, cabin, ground, chip, crew, entertainment, meal, seat, emergency, booking, delay, drink, snack, dublin, comfort, loyalty, cancel, luggage, sister, name, wifi, baggage, lost, singapore, food, gatwick, clothes, assist, expensive, bag, risk, compensation, wheelchair, missing, safety, athens, ticket, security, legroom"
3,British Airways worst,Flew British Airways London Heathrow Bangkok Standard food good lovely wine Seat comfort leg room okay On downside small TV screen back seat The service terrible These people represent UK I travelled every airline Bangkok back British Airways worst,Economy Class,4,1,2,3,0,4,3,flew london heathrow bangkok standard food good lovely wine seat comfort leg room okay downside small tv screen back seat service terrible people represent uk travelled every bangkok back worst,"['Seating Comfort', 'In-Flight Experience Issues', 'Airline Staff & Ground Services']","['Food and Beverage', 'Baggage Problems']","['Airline Staff & Ground Services', 'Baggage Problems', 'Food and Beverage', 'Seating Comfort', 'In-Flight Experience Issues']","['refund', 'cabin', 'ground', 'chip', 'crew', 'entertainment', 'meal', 'seat', 'emergency', 'booking', 'delay', 'drink', 'snack', 'dublin', 'loyalty', 'cancel', 'luggage', 'sister', 'name', 'wifi', 'baggage', 'lost', 'food', 'clothes', 'gatwick', 'assist', 'expensive', 'bag', 'risk', 'compensation', 'wheelchair', 'missing', 'safety', 'athens', 'ticket', 'security', 'legroom']","refund, cabin, ground, chip, crew, entertainment, meal, seat, emergency, booking, delay, drink, snack, dublin, loyalty, cancel, luggage, sister, name, wifi, baggage, lost, food, clothes, gatwick, assist, expensive, bag, risk, compensation, wheelchair, missing, safety, athens, ticket, security, legroom"
