OverallRating,ReviewHeader,ReviewBody,SeatType,SeatComfort,CabinStaffService,GroundService,ValueForMoney,Recommended,Food&Beverages,InflightEntertainment
8,service really good,flew economy london manchester august 2016 service really good even short flight crew smile food offer okay discontinue free food drink 2017 flight depart time london heathrow good queue long even though peak summer time,Economy Class,5,5,5,3,1,3,1
7,narrow seat airline,flew always lesion san jose via london lesion london seat ok basically coach seat middle seat block crew flight good bit apprehensive configuration seat long haul 787 london san jose middle seat turn fine definitely narrowed seat airline business class not need go anybody get however middle seat might not easy staff london san jose flight good not warm personal food quality well airline,Business Class,3,4,3,4,1,4,3
1,worst customer service,london phoenix always premium economy possibly worst customer service flight attendant ever outward inward flight plane dirty old smell cabin crew rude helpful customer service simply ignore complaint always stand budget airline,Premium Economy,1,1,1,1,0,1,1
2,describe appalling,flew patrick camp business class th january experience describe appal business class lounge facility not available due move south terminal use general lounge passenger prepare pay 3750 could use meant overcrowd dirty no fault regular staff could not keep number passenger could not get seat anywhere advise staff tell come back later see seat free ground staff completely overwhelmed number business class passenger complain appear wit end flight mediocre say least food average service satisfactory pay 200 ticket not unreasonable expect good service formally complain always via customer service department response come back move south terminal need understanding thing would get good future not even offer refund tea buy main area terminal could not get lounge provide not good customer service not future travel always travel virgin even mean get several connect flight destination,Business Class,3,3,1,1,0,2,2
1,aircraft filthy,flew always mimi london heathrow january aircraft filthy economy class pull tiny arrest hair attach open arrest retrieve table dirt disgust accumulation long period time work 3 hour 85 hour flight attendant try report 3 time finally ask could do pay extra seat extra leg room seat no seat front could stretch right seat free business class manager flight make clear not allow move travel business class outbound flight rd jan not feel value money stick embrace virgin future know aircraft clean good customer service long complaint board time week later still hear nothing surprise,Economy Class,2,1,2,1,0,1,1
5,horrible food unmotivated crew,london heathrow cuba delay flight poor communication always staff horrible food crowd flight mar mind bite size breakfast unmotivated crew money make seem go senior management disgrace sad experience avoid,Economy Class,2,2,1,2,0,1,2
3,never fly,never book round trip london paris return always business separate ticket paris johannesburg business class cape town paris later business class outbound flight no issue apart appal lounge london check return flight online surprise charge book seat check open find strange business class passenger reason choose flight airport flight cape town via dora arrive long haul flight last thing want haste connection london plan get refresh lounge rest hour get flight unfortunately plan thrashed arrive check tell flight cancel revoke hour away stop no transfer provide asked get unfriendly reply well get bus no indication woman simply turn away started talk colleague try get information reply go online give paper thought would map bus turned sheet guideline get compensation think ok least something next shock arrive check lady tell instead business put economy tire wanted get home agree ask could still use lounge oh no not possible point absolutely appal ask speak manager tell not possible could go online complain give go security find flight delay speak lady try ignore keep repeat go online dont care back home complain customer service get reply no compensation due run staff operate flight complain paper ground crew compensation genetic reply 5 minute no compensation needless say never fly shame like oneworld partner frequently fly business class ff luckily not,Business Class,2,3,1,1,0,2,3
1,not fair fare,not fair fare fly bangkok paris via london always not allow choose seat cabin not clean lot dust 8 seat per row business no privacy 50 seat dont direct access aisle bad meal small portion not enough toilet tiny screen poor movie selection crew friendly helpful face bad mood ground staff london aggressive refuse let u take hand luggage london paris flight explain business class fly case begin vacation care refuse u bring board 30 minute show size allow recognize mistake let u take 30 minute stress job properly wont fly except cabin crew everything bad look like budget airline,Business Class,2,5,1,1,0,1,1
3,ludicrous approach carry baggage,glasgow london patrick always absolutely ludicrous approach carry baggage allowance flight arrive seat plane approximately third board already overhead worker 3 4 row either side jam capacity huge bag could not possibly come even close permitted size allow cabin struggle squeeze jacket gap 2 massive case keep small backpack contain change clothes foot flight no idea visibly oversized overnight bag allow board make pretty uncomfortable flight pretty disappointing airline whose standard seem slide badly,Economy Class,1,4,4,2,0,1,3
10,good airline,always good airline yesterday come back bangkok london miss flight feel asleep airport sleepless night food poison big favour book next available flight next day free charge never happen another airline impress,Economy Class,5,5,5,5,1,5,5
6,way competitor,london cape town gallery lounge fatty overcrowd takeoff delayed hour weather issue keep well inform wait push back seat 62jk upper deck excellent couple although plane look age watch wherever look long past due replacement date small screen poor resolution cabin crew friendly enough meal usual substandard fare diminish portion size overlook main hotel chocolate clock disappear arrival cut 30 mind behind schedule cape town london gallery lounge cut spacious quickly become packed pay two flight food option dreadful worst hot food encounter business class lounge cheese prepackaged mac available no champagne push back 15 mind ahead schedule seat upper deck meal barely average avoid hot option breakfast arrive ahead schedule overall flight usual service board another matter seat service way competitor inflate price,Business Class,3,3,4,3,0,3,3
2,would fly first no,september 2016 flew always first london tula tumour flight ba0033 initial impression positive check efficient polite friendly staff concord room nice place first suite offer good amount comfort space privacy fast forward 12 hour would fly always first no would fly always no flight two member cabin crew first cabin 8 passenger st cabin crew member polite professional cabin crew member extremely professional supply headphone set faulty not work ask twice replacement set take 40 minute receive airborne order cappuccino ask three time wait 50 minute arrive multiple issue dinner second person order dinner yet last person serve take 2 hour get dinner someone order get dinner option tell 30 minute place order one option available would appear passenger higher executive club membership therefore give choice main course give option club world main course delay initially give wrong order delay service detriment sleep plan extremely disappointed service cabin crew member issue breakfast despite first passenger wake order breakfast another passenger serve first give breakfast order cappuccino cabin crew member ignore order inquire 40 minute place order tell seat belt sign therefore could not extremely disappointed material time place order time no seat belt sign display first cabin toilet not clean properly throughout flight formal complaint within 24 hour land ku write formal letter complaint outline aforementioned issue remain co always flex cruz first department always confirm receipt email subsequently receive genetic response always customer relation no attempt make address even explore issue give rise complaint disappoint simply offer 1000 avoid point respond return reject offer ask explanation receive poor service flight no attempt make always address issue outline formal complaint response always customer relation disappoint not offer explanation matter would deal internally gesture 1000 avoid point always consistent fair customer find statement somewhat ironic,First Class,3,1,3,1,0,1,3
2,reduced budget airline,st petersburg london dont know get market research say stop complementary meal prefer pay give yet find anyone agree idea certainly no one ask opinion want buy something different always option endless airport shop board suggest look seriously market research company true though suspect real reason cost cutting want admit would better admit customer would sympathy try promote policy benefit customer clearly remove benefit keep price see attempted deception image no good tell charge 180 water soft drink bargain buy thing test insult intelligence explain fact passenger not carry liquid security captive market great image promote world possible family actively seek avoid passenger alternative exists pay extra checked luggage pay extra drink pay extra food sorry see flag carrier state reduce budget airline,Economy Class,3,4,4,2,0,1,1
2,budget airline premium airline price,always budget airline premium airline price fly patrick cancer however want snack long flight buy board long flight meal begin end people get hungry not expect buy snack expensive flight also nowhere plug captor expect long expensive flightespecially work plane also cold cold concentrate work would take great deal choose,Economy Class,2,2,2,2,0,1,3
1,incompetence insincerity,shanghai rich via london return always absolutely appal never experience terrible customer service airline book two return premium economy seat mother go shanghai rich via london way flight rich cancel due french strike not fault part clear however keep flight board last minute tell everyone cancel furthermore ran hotel put people waste 5 hour 12 hour flight go custom thank god enter isa free unlike passenger find hotel arrange transport back first leg already leave terrible impression way back shanghai overlook business push business passenger premium economy push elderly mother economy 12 hour flight book premium economy reason sum health issue need room premium economy care no tell u involuntarily downgrade upon check likely still get seat board tell u sorry either fly economy wait till tomorrow see seat work next day no option fly usher u promise put fare difference request behalf process sap three month track yet see single cent fare difference course no customer service phone numbersemails write impersonal link online submit reference complaint customer service black hole needless say forever boycott incompetence insincerity towards pay customer,Premium Economy,1,1,1,1,0,3,3
1,plane not clean well,travelled business class patrick barbadoes return christmas 2016 outbound flight plane not clean well food crime around seat area stain carpet wet toilet floor etc cabin crew member not aware take passenger coat procedure suggest hang wherever find space collect coat prior land food serve note not eat mistake realise mistake initially make senior steward two hot option available cheese biscuit husband go without quality videoaudio poor picture clarity poor sound distort make certain film unwatchable return flight executive lounge fully book use packed lounge main terminal bound flight young cabin steward constantly chew gum not professional image return response complaint additional avoid point unacceptable response fair reasonable complaint offer unlikely take advantage,Business Class,1,1,1,1,0,1,1
6,felt fly low cost airline,well give checked online hop would actually speed thing airport silly queue ridiculous bag drop spend 2 hour wait drop bag queue assist check far quicker think thing get inverted maybe quicker check airport hop time eat flight always completely stuff disorganise no sign people try indicate go consider massive queue total fail felt fly low cost airline keep check flight detail plan delay obvious go passively delay snow etc monitor alert indicate departure 1022 instead plan departure 1000 well case 5 minute 1022 finally get updated doubt know time want update anyway new departure time schedule 1159 start board 1100 inside cabin wait another hour take no point offer voucher ate inside cabin flight terrible another story see no point fly year staff old entitle not lucky enough fly modern aircraft present filthy dirty seat food get bad bad board entertain almost nonexistent year ago could actually slowly save mile nowadays get almost nothing use good not ordinary lazy airline living glory,Economy Class,3,3,2,3,0,2,2
2,never fly,pay almost 300 fly london frankfort flight take report back london weather german air space close communication passenger horrible take two hour wait line get hotel room learn still revoke flight wait line try multiple time call customer service number hold twenty minute time hang due international cell phone cost revoke flight land 22 hour original flight suppose land even flight delay broken air condition identify already board sit tartar rare london heatwave land almost day later plan bag make london another four day always provide no guidance baggage delay relate expense reimburse yet deny portion claim delay lose baggage frustration experience deal really ruin first part holiday complain customer service team lot back forth offer 20 pound travel voucher horrible experience airline never fly,Economy Class,4,4,2,2,0,3,3
1,see no point use,flight athens heathrow delay 30 minute seem norm flight however minute call board announcement come no food drink would available flight no explanation reason fortunately business lounge grab come couple roll others would no time purchase anything even happy pay airport price 4 hour flight way no idea charge food drink even water keep one quiet rarely travel hold luggage pay extra luxury choose half decent seat keep one quiet well policy introduce last spring long start charge airport check duplicate document ryanair sell lottery ticket next payasyou go toilet always still refer world favourite airline base opinion exactly see no point use usually come one expensive carrier choose route ignorant helpful cabin staff carrier fly 100 time annually business try avoid late money graft scar change schelling avoid plenty quality carrier like struggle maintain profit threat terrorist fluctuating oil price adverse weather airtraffic control strike etc not punish people keep plane air,Economy Class,4,1,3,1,0,1,3
1,no appeal whatsoever anymore,pleasure fly back first day fantastic idea start charge drink snack la sister company siberia someone please explain difference ryanair easyjet norwegian become budget airline one wont use anymore avoid cut avoid flight make difficult go tier joke not even gather sandwich really honest 4 hour flight expect give drink want buy sandwich tell 3 entire plane sell salad sell crisis unfortunately person front get last bag agent siberia air longus stop nonsense please take example ulm week mad hot past 2 round drink cake coffee tea economy also avoid like plague sorry no appeal whatsoever anymore become customer focus airline instead fuss profit,Economy Class,2,3,4,3,0,1,3
7,arrival lounge great,houston london heathrow business class service cabin crew less attentive organise outbound flight always use 77 plane rather 747 use outward journey mean no upper deck seat seat comfortable convert flat bed journey provide welcome drink 3 course menu find still hungry meal make use snack available bar use arrival lounge great shower breakfast,Business Class,4,2,4,4,1,4,4
4,business class need major refurbishment,flew london patrick cancer business class look need major refurbishment cabin drab date entertainment screen small choice limit food business class not particularly good quality poorly present particular second meal 11 hour flight packet sandwich cake quite capable open packet sandwich give price fly business class id thought could make effort present food well summary experience compare badly asia middle eastern airline give use,Business Class,3,3,3,2,0,1,1
3,dont deserve shod treatment,late always trip london heathrow dallas fort worth confirms standard slip background family live u regular leisure transatlantic ulcer last 10 year consistently book 23 traveller trip regularly fly business eastbound transatlantic leg date transatlantic travel 30 year exclusively always service almost consistently good good may not gold silver member dont deserve shod treatment recent book receive 1 original book outbound lhrdfw leg book agent phone wrong categoryclass even though make clear wished purchase upgrade cash army later date subsequent phone call next month farce consistently inconsistent response eventually manage get executive club customer service link send round circle formal remain complaint contact u result sorry hear problem no solution offer teeth write travel 2 95 hour flight lhrdfw depart 1030 refreshmentsdrinks serve 1130ish lunch year old daughter hungry no nibbled ask steward respond well cutback preordered child meal arrived 1230 standard adult meals no problem juice water available afternoon no snack available child 5 hour cutback luckily packet shortbread gift friend u 1830 cabin service tea start ask daughter preordered child meal conversation steward go thus order one child meal lunch yes oh well ill check give finish serve main cabin really rd th row would much effort check clearly yes would check 20 minute later no child meal cobbler together bit unused child lunch graciously no hint apology customer service customer satisfaction result continue loyalty transatlantic flight think,Economy Class,3,1,4,2,0,1,4
2,profit price,london long long return no fault laterunning bus major road accident driver throw u cargo area tell u wait next bus friend miss 1830 flight long long december thought would revoke later 2050 flight especially since business class ticket instead tell official misname customer service desk voluntarily miss plane assume code fault not problem certainly attitude convey offer 3 option pay supplement 1478 take 2050 flight take downgrade premium economy without guarantee would reimburse u difference seat price wait four day official less flexible sympathetic respond complaint via twitter disinterested travel companion business class seat gift birthday pleasure might get mine give ruined way treat halfempty flight back new year eve crew obviously want barely courteous friend diabetic inquire would special meal tell none know clearly care either grudge eventually agree could order regular menu make clear exception privilege grant would think expect little courtesy grace especially business class god know poor soul back treat give preference year order support home airline sadly dont think deserve custom longer next time fly asia take one gulf airline least give impression want value custom concern day profit price customer service poor give ever come across corporate motto fly serve embarrass joke give flown several time year last 35 year wont unless possibly avoid sad thing dont think always give damn,Business Class,3,2,1,1,0,2,4
1,joined budget airline bunch,london heathrow prague give commuting work last six half year airline take london heathrow always sometimes fly back two time week not eat flight think decision charge food not donna upset much however manage always bring good quality tea cup ask crew hot water drink tea go sleep surprise not allow get hot water anymore fact not allow get water shorthaul flight unless pay even bring cup tea unless medical emergency could get cup cold water free not low fare also successfully joined budget airline bunch charge even water great regret airline take heathrow take custom anywhere else unless change job fly holiday always not choose carrier ever,Economy Class,4,1,2,1,0,3,3
8,service great throughout,london heathrow maman first time fly a321 exam aircraft business class really like layout feel spacious service great throughout cabin crew active checking passenger need anything check queue maman annoy londonammanlondon trip remind fly use,Business Class,5,5,3,4,1,3,3
8,overall good experience,london heathrow rome return outbound a320 bound 767 outbound flight delay due engine problem take consequent 5 hour delay look u well though replacement aircraft find another a320 safely arrive destination cabin crew helpful polite return old still good look b767 believe phase 2017 plenty bedroom space economy although overhead bind not spacious guess way use depart landed time overall good experience despite outbound delay prefer airline able make safety call would not,Economy Class,4,5,5,4,1,4,3
2,always lose class,london heathrow mimi always economy class two hour late terrible service able board flight attendant seem young not care anyone concern see always lose class really dont care customer honestly say never fly always no matter low price carrier,Economy Class,3,1,1,1,0,1,1
2,make sure pack sandwich,london patrick barbadoes return appalled change economy board meals outdo return flight barbadoes take serve complimentary drink usual noted preztals abolish want unduly concerned dinner serve shortly afterwards good although cheese biscuit cut flight time almost 9 hour feel hungry 4 hour main meal look forward sandwich least croissant take hunger completely shock cabin staff come round tray offer u either mind size kit small bag crisis 2 small biscuit cabin staff tell new policy want could buy snack tell u fact small box pringle not even sandwich sale fortunately u soon woman come premium economy join queue look notice carry sandwich ask get replied give want no one advise u one meal 9 hour would buy sandwich u look board magazine no list snack anything severe cut back plan travel always economy barbadoes make sure pack sandwich return flight prepare biscuit give travel virgin next time,Economy Class,1,2,2,2,0,1,2
3,flight entertainment work,travel always london tula tumour return painful 13 hour fight window seat metal box leg room area mean foot plant one side throughout flight way back flight entertainment work numerous attempt rest cabin crew still work partner price ticket not acceptable,Economy Class,1,3,4,2,0,2,1
10,experience excellent,athens london return entire experience excellent although due bad weather condition london original flight cancel revoke another one 30 hour later compensate first night stay get room upgrade staff keep informed difficult situation aircraft interior clean smart crew smile polite efficient flight time meal average,Economy Class,4,5,5,4,1,3,3
2,one bad airline,manchester los angeles via heathrow always remind always one bad airline every time fly check service bad get send bag heathrow even though go lax expect know check least ask go make thing bad ground staff proceed suggest fault book two separate ticket know fact book roundtheworld flight staff attitude across board poor food long haul flight struggle think many way could worse real embarrassment always country main airline,Economy Class,2,3,1,1,0,2,1
1,1 hour horrify queue,manchester la begin via manchester go trouble check online printing board pas etc expect drop bag airport tell not allow tell no option queue everybody else check 1 hour horrify queue tell no space bag drop manchester agent say 4 empty check desk next always disgust hoopjumping check online serf airline leave agony foot thank complimentary microbe crisis delayed german leg never see back ever till soon,Economy Class,1,1,1,1,0,1,1
2,disappointed always,mimi london business class live london fly international long haul flight throughout year disappoint always poor maintenance premium amenity prefer cabin family four travelling home christmas holiday overnight flight ready sleep attempted decline seat flat bed position seat would not decline flight completely full no seat available switch simple check maintenance crew could go prior board aircraft notify flight attendant see knowledge seat could adjust attempt fix sadly not inform headpurser crew rest would come discuss situation hour half hopefully accommodation well mine prior land 20 minute 9 hour flight purse speak apologise behalf say could compensate either 50 1000 avoid inform far great price point premium economy v business class understandable apologise say capable receive call representative inform could provide similar compensation 50 1000 avoid currently 588500 avoid nearly impossible use request upgrade come flight heathrow atlanta premium economy seat business class seat representative say could not customer pay business class experience food individual flight attendant service comfort sleep entire point purchasing business class seat not food comfort not meet flight attendant always professional regardless cabin point sleep,Business Class,1,4,4,1,0,3,3
1,cabin staff stop aisle,give flown route sydney london many time airline always worst change seat fuel stop singapore without notice without explanation food terrible no fruit green vegetable see cabin staff stop aisle attend premium economy bump numerous time toilet location board terrible poor people seat right next door pay extra reserve seat no confirmation flight entertainment awful really really old move airline trade nostalgic image 1950s airline far superior dont risk disappoint,Economy Class,1,1,1,1,0,1,1
1,much cost cutting,paris bangkok via london heathrow business class first flight probably last one perfect example airline become much cost cut business class row 8 seat never see recent business class forget privacy seat comfortable sit position become not come bed position open second tiny seat put foot not convenient screen tiny small economy recent airplane movie selection poor meal bad quantity poor 3 tiny toilet business class not enough,Business Class,2,4,1,1,0,1,1
2,disappoint business class,london heathrow long long disappointing business class experience bottom line 8 business class seat row 77 hug seat narrow lack privacy face stranger next face opposite direction 2 foot 60 cm dont even dream storage space find flat surface place eyeglasses kept water bottle floor seat forest operate mentally entire experience irritating know whether complain laugh no idea get away certainly wont see customer,Business Class,1,4,3,1,0,4,2
9,cabin crew expel throughout,toronto london return club world 787900 always outbound upgrade couple month ago world traveller plus worth money decent night sleep fast check fast track security person meant lounge within 15 mind excellent lounge supper service choice roast nodule soup lounge well manage maintain friendly staff well stock bar time board delayed departure due load baggage glass champagne top departure always find board club world disjoint fragment crew world traveler assist make pre departure service erratic fast drinks service supper serve light well time late breakfast mean decent 5 hour sleep leg food choice actually available priority bag beat baggage belt return leg enhance due upgrade 24 hour departure clearly oversold early action welcome silver member flight one best business class flight remind old knew love fast bar service do tray not cart excellent meal roast chicken delicious calomel desert place decent wine reduction service spot time wine list two red two white no rise say wine good cabin crew expel throughout two crew professional friendly deliver excellent customer service promptly ask afternoon tea bit let stone drop early landing prompt bag belt complete cellar trip back home could deliver standard consistently improve product friendly crew sort flow outdated seat layout chance could return former glory,Business Class,3,5,4,4,1,4,4
6,tire grey 77 interior,london heathrow limb review norwegian california find back always regular trip south america no delay departure well order board despite smile always staff quite reach passenger norwegian experience tire grey 77 interior help either okay rudiment service come decide no alcoholic drink serve dinner replace afternoon tea box sickly snack half tumbler water later serve quite taste lunch coffee tea poker screen okay programme choice suppose best expect call low cost airline much well main carrier deserve lose ground,Economy Class,3,3,3,3,1,3,3
1,airline go fast,way home st january 2017 athens flight ba633 3 hour delay departure despite fact ticket cost 220 addition 20 seat later come 8 astonish 70 europe luggage thing offer flight sandwich no headphone watch flight entertainment fault light seat airline go fast happy see happen not hardworking crew member try savage reputation try not fly bad ryanair least ryanair know expect log fly serve think change fly rip make life hell air,Economy Class,1,2,1,1,0,1,1
4,dated experience,stockholm denver via london heathrow 747400 old flight entertainment system small screen low resolution move quite limited seat okay compare seat new airplane quite date limited space storage bag stuff seat pocket blanket pillow provide transatlantic flight food reasonably good not bad experience compare modern airline date experience flown several airline transatlantic far poor experience give cabin feature entertainment food comfort,Economy Class,3,4,1,2,0,2,1
5,disappointed lack food,london heathrow return check staff could little flexible although friend baggage overnight eventually due friend get upgrade manage sort disappoint lack food provide always flight go day get pack peanut drink early flight muslin meal really not nice stick option others actually meant nice tire however outbound bound find seat decent flight entertainment quite good ask fresh set ear phone however always dont seem league others later always embrace virgin etc,Economy Class,4,4,4,3,0,2,4
5,pay another airline,cancer london patrick always bad breakfast give ever look forward first flight always think lead airline view nothing special look forward nice breakfast land back patrick mexico give cheese roll yoghurt cereal bar eat cheese roll bland ate yoghurt save cereal bar 2 hour drive home okay get good price fly economy exactly get flight seem focus economy would happy pay another airline,Economy Class,3,4,4,2,0,2,3
1,never fly always,madrid montreal via london heathrow come back honeymoon wife luggage misplace miss holiday 3 week clothes suitcase no one able give u answer miss even get hold anyone office speak regard claim everyone say online sure long go take someone get back not way handle customer make sure never fly always,Economy Class,1,1,1,1,0,3,3
10,offer excellent attentive service,read many negative review site regard always first class product somewhat concerned experience would like first class flight lhrsan ba273 b747400 worry flight excellent aspects domestic connect flight manner delay 2 hour due fog captain come gate area explain reason delay invite question concerned passenger connect flight luckily plan 4 hour itinerant delay cause u no problem passenger tight connection offer alternative connection option concord lounge first class passenger superb professional courteous staff book canada sea treatment superb highly recommended plan time itinerant enjoy full lounge offer la carte din food excellentpromptly champagne great wine also available board ba747 first cabin seat k offer great comfort 11 hour flight seat make bed cabin crew request get 6 hour sleep good quality quilt pillow help seat k may slightly good couple travel together closer together k not negative issue meal service excellent dine want excellent choice aperitif wine champagne young cabin crew offer excellent attentive service professional manner throughout 11 hour flight first class seat offer good privacy probably centre seat def def offer least privacy therefore would avoid possible first league mile ahead club air ground well do really first class experience every meaning word,First Class,4,5,4,4,1,4,4
7,crew helpful attentive,flew london patrick camp always patrick modern airport check slow security departure hall plenty place eat shop gate show hour departure wait 3045 mind gate plane delay 20 minute board take long time full flight board aircraft depart quicklythe seat pretty old comfortable enough air immigration card hand followed drink service no pretzel like use 2 hour take food serve chicken carry vegetable lasagna lunch quite nice small lunch duty free sell four hour flight cabin light turn ok lots move show not many game also screen go fully move map screen small touch screen still work meal snack available paid use free snack box drink also available free meal hour sandwich mitka drink serve size not adequate tasted nice service clear plane star long descent camp airport land long walk immigration however queue short overall flight not bad not much food crew helpful attentive,Economy Class,3,4,5,3,1,4,3
1,stood wait assistance,family fly cuba london december 4 child include 2 year old twin girl fly first time hour journey twin start cry try comfort walk etc stop go galley request snack daughter tell meal serve shortly however take hour least serve meal twin continue cry eat main meal go galley stood wait assistance ignore eventually steward come collect trolley business class saw wait ask could help explain situation give packet contain two biscuit thank left cabin staff would rather passenger disturb aggravate tired hungry child lose custom wont fly ever,Economy Class,1,1,1,1,0,1,2
9,a380 state art,los angeles london heathrow first time fly premium economy a380 state art fly machine food taste vast cabin crew friendly kind flight depart arrived time london nice always,Premium Economy,5,4,5,5,1,4,5
10,appreciation pass,869 budapest december delay fog heathrow captain take trouble broadcast message wait passenger departure lounge explain succinct fog delay make sure knew no guarantee takeoff time give passenger choice not fly delay go problem explain need board ready fly moment notice could wait 4 5 hour board fortunately away two half hour late never know kind communication delay would like appreciation pass captain crew day,Economy Class,5,5,5,5,1,3,3
7,dirty seat cabin,frankfort cape town via london heathrow short haul legs short efficient seat standard european business class salad good like dessert heathrow cape town old 747400 even though still one favorite aircraft business class old one seat comfortable prefer yield passenger no storage space small item around seat not possible watch take not much watch anyway dirty seat cabin no u plug least international plug plug international full flat bed good shorter 187cm airline business class long haul 6 seat row service good need nice touch though look others offer always way behind cabin crew professional friendly come attendant side give ensure good flight sad legacy carrier go road low cost carrier instead out good quality,Business Class,4,5,4,4,1,2,3
1,no customer loyalty seek,baltimore washington london heathrow bad start first trip always extra cost decent seat mean nothing buy midcabin seat wife flight delay 45 hour due mechanical problem insult pay reasonable seat wife revoke last row aircraft no refund shoulder shrug different aircraft cause u miss connect flight venice thereby incur 7 hour wait heathrow overall loss half day think would want atone royalty job u flight waste couple low cost voucher small meal provide suggestion access always lounge would class way passage delay meet look astonishment no real remorse matter fact response like gee happens lot good luck no customer loyalty seek dispassionate professional not really friendly staff seem tired overlook counter,Economy Class,2,3,1,1,0,2,3
5,not allow choose seat,london heathrow prague gold even member mortify find gold member not allow choose seat exit seat seat allocation may rear toilet far back also find meal stop economy pay avoid card opinion put great name league cheap airline sad clearly someone charge moment feel snug feel go improve customer choice think people choose always expensive service like use fly without take picnic,Economy Class,2,3,2,1,1,2,3
7,staff ball,much good flight outward lhrbkk always staff ball work hard always around nice plane good wide modern screen seat fine although storage lacking compare a380 food still letdown chicken serve kebab far sweet foggy white wine good red poor breakfast scramble egg speak spoil greasy liquid bottom tray render pretty well incredible get decent sleep,Premium Economy,4,4,4,3,0,2,5
1,give rotten airline 010,cuba toronto via london try check online however block upon enquiry helpful customer contact centre tell random security hold airport authority question supervisor change story one needing tea travel canada inform could not case dual canadian citizen change story one ascribe company could not change webster repeat complaint bother take canadian passport detail lift block previously describe control second joy lovely staff heathrow transit hour layer elect not go transit meet parent instead arrival upon enter departure stop one senior manager force check carron luggage despite cleared cuba happy let passenger size carry perhaps model random manager aspire future leadership case manager eager check carry leave whole bunch company documentation check agent location competence class manager one expect no less either finally toronto check carry come balfour already delay regular checked luggage add salt wound fly london cuba several time last year embrace klmdeltaair france toronto multiple time never issue security carron finally call customer relation center toronto give put hold almost 7 minute incompetent helpful field wish could give rotten airline 010 minimum 110 happy,Premium Economy,2,4,1,1,0,2,1
1,contempt customer,london heathrow copenhagen many horrible experience convince airline total contempt not customer even top tier elite frequent ulcer executive platino treated bad cattle force check carron bag within limit multiple occasion deny board zero upgrade policy zero flexibility forceful revoke recently pay 300 addition already expensive 400 ticket 2 e flight live london loyal american airline frequent ulcer block around 20000 mile year avoid always even mean extra connection fly low cost carrier not fly,Economy Class,1,1,1,1,0,1,1
2,run bean counter,london patrick antique return charge reserve seat extortionate check staff patrick miserable point rudeness flight meal appal pre arrival mealsnack joke always run bean counter want charge extricate maximum amount money minimum expenditure no wonder always slip rating list,Economy Class,3,3,1,2,0,1,2
2,terrible customer care,kiev belfast via london heathrow last two flight always nightmare first flight inform airport no longer ticket oversold flight explain would free hotel stay prize avoid month one slip back bad habit book work trip ukraine return trip ask would like cancel connect flight ebook next day outbound plane delay say no thank connect flight delayed amount arrive 90 minute prior take connection terminal suddenly board pas phone disappear replace ticket 945am follow day ground staff explain cancel ticket thought would not make reply sorry sir plane close sell ticket no sir plane close close plenty time yes no seat debate point debate point sir lot people push flight today hotel london book would jump internet find accommodation course problem find hotel room london cover room 200 fine though kiss give mere 1250 cover breakfast lunch dinner child london good luck get hotel arrive back airport next day wait line 2 hour luckily arrive 3 hour early domestic flight get check desk guess book flight appear seat give away course problem go special management desk sir desk tell could today get home could tomorrow hard say give period super surly tone clear fault try another airline sir book stage begin check car rental ferry time absolutely disgust attitude every airline dealt type situation book hotel bus wait taxi return board pass next day shame cabin crew pilot seem top notch team utterly let corporate weak organisation poor customer care policy would love fly crew pilot give utterly terrible customer care not worth,Economy Class,3,5,1,2,0,4,2
9,friendly cabin crew,london heathrow cape town economy food good service friendly cabin crew think people expect much aircraft airline cut back flight leave time not sure happen always start charge food drink european flight january not sure good move,Economy Class,4,5,3,5,1,4,5
1,surly generally helpful,bangkok manchester via london use fly route regular basis 10 year ago impress whole offering recently use embrace etihad travel route two three time year visit family offering good price premium economy seat switch big mistake never ever despite pay premium price book seat within 24 hour departure unless pay 40 50 surcharge reluctant pay anxious moment worry whether would sit together end ok get cheek charge book seat embrace etihad dont charge seat old uncomfortable leg room ok seat narrow nothing like comfort embrace etihad economy flight entertainment post card size screen touch screen inconsistent picture quality like watch 1950s food appal little choice insipid state main swim water initial drink run obviously food service rest cabin service nail want extra drink service include water recourse visit galley back plane cabin crew surly generally helpful plane old cabin tire threadbare place certainly route not invest fleet decade behind embrace etihad come comfort service,Premium Economy,1,1,1,1,0,1,1
3,hard rock uncomfortable,return flight st lucia start well surprise business class lounge st club customer airport pleasant share lounge always flight one leave hour nice considerably well dive antique light airy comfortable seat decent snack well equip bar enjoy stay tree plane enter front forward door make way seat lady almost grab snatched boarding pas see say sharply security process startle aggressive tone try speak plane strange pass three board pas check anyway pre flight drink usual lukewarm champagne plane leave time minute five empty seat st find miserable look ever thin pillow get small every flight save money go look steadily find another believe five empty seat four empty overhead bind one remain pillow fifth bin grab even two lie flat hardly head support wife ask pillow sorry madam none spare dinner start quincy salad smoke trout alright cream broccoli soup likewise alright balsam honey glaze chicken main disaster dry unedible fa make bed hard rock uncomfortable sleep not one minute wife lady adjacent seat fly a380 st last spring singapore slept 5 hour far soft sleep surmise seat five year old worn side area also ruby embark totally shattered plane generally tire worn carpet really replace usual cheap amenity bag round usual poor experience st class date one wonder board every think fly asia middle eastern carrier discover true st class look like fas apart rude one great land law highly skilled pilot 35 year travel contest touchdown recall,First Class,1,3,4,1,0,2,1
