OverallRating,ReviewHeader,ReviewBody,SeatType,SeatComfort,CabinStaffService,GroundService,ValueForMoney,Recommended,Food&Beverages,InflightEntertainment
1,plane date dirty,london patrick barbadoes return always terrible airline never use pay extra premium economy another 192 make sure could sit together never airline long haul told may small charge book holiday plane date dirty floor dirty tray cover coffee stain outward flight one forest would not stay inward foot rest leg support would not work crew give u champagne welcome vanish food come tough would like another drink seem crew tire fed serve people suggest change job,Premium Economy,1,1,1,1,0,1,3
2,seat uncomfortable,schedule fly johannesburg october due aircraft delay a380 manage get onto another flight 747400 ensure catch connection charlotte london particular 747 clearly day infinitely well return flight a380 pay additional fee seat irrespective felt packed seat uncomfortable slow service section cabin staff opinion many people accommodate aircraft chronic board not help matter future use one u airline route,Economy Class,1,1,1,3,0,3,2
2,goodby always,london patrick mauritius return outbound flight certainly not memorable new always prepared wait see bound flight comment upon much bad many face early experience pay two supplement flight substantial fee upgrade economy unpopular one ensure elderly client overnight flight could sit together combine cost therefore significant benefit not firstly upon seat faced cabin crew apparently bad mood lady ahead u near problem rudely deal seem intimidated throughout flight waking hour passenger seem nuisance food flown class schedule airline expect menu select meal silly economy trolley bring appal food twin choice chicken bright green risotto no choice no bread roll no cheese bikkies choice one red wine plastic cutlery serve attention economy may account absence choice whatever awful noticeable many meal remain beaten waste resource significantly good quality holiday airline journey short duration premium economy plus cabin no provision toilets necessary go forward club back economy become clear early go forward not popular cabin back night passenger debris aisle hazardous shiny plastic bag headphone container slip nobody always capable see provision look 24 passenger essential arrival read put even seat economy class type aircraft goodby always not even nice use,Premium Economy,2,1,3,1,0,1,1
4,get bad worse,athens london heathrow economy class food 4 hour flight sandwich lunch 1 drink service instead 2 old day well order everything need whole flight always service keep get bad bad shame crew actually generally friendly nice people fly get bad bad cheap competition almost never,Economy Class,3,5,5,1,0,1,3
2,budget service high price,shame upon time good airline budget service high price old fatty plane way uncomfortable entertainment old tired keep press many time change channel food like must way return serve vegetarian meal leave cabin crew service poor return flight crew look miserable enjoy job ask anything like chose one crew look untidy hair place ask buy bottle perfume come round duty free steward say would come soon wait wait approached hour land apologise say forgot bring wait ready land ask return base box perfume say sorry last one except badly present gift know last one would choose something else late landing terrible 12 hour flight,Economy Class,1,1,3,2,0,2,1
3,go downhill,larnaca london heathrow always go downhill grumpy abrupt staff meal call sandwich small coffee paper cup five hour flight always need take look like later always etc,Economy Class,2,2,2,1,0,1,1
2,nothing short joke,first time use always always fly virgin route orlando patrick full virgin flight cancel no reason 24 hour no apology text message send phone 4 hour departure no telephone contact number hour ring everybody could end pass offshore call centre deal call everything cut three time completely incoherent travel wife 9 year old daughter club world seat plane 18 year old whilst serviceable dire state daughter comment like sustain wing daddy get cabin arrival club world bed large piece plastic fall somewhere hand steward say bit important whilst look take away flight system joke resolution screen make almost impossible see anything pipe break charge captor etc u remote entertainment system work announcement come left passenger travel u serious nut clergy please not eat nut daytime take serve warm wine large bag mixed nut proud incredibly embarrass always represent country poor way fly anybody trust nothing short joke,Business Class,1,1,1,1,0,1,1
4,not worth premium,london geneva not sure always commit short haul business anymore see go high density economy seat others business seat economy everyone know downgrade food lunch consist small plate slice ham slice palm ham follow buffalo mozzarella cheese bread roll not even butter roll guess value food gap crew best poor product flight time not worth premium economy ticket,Business Class,2,5,4,2,0,1,3
8,downgrade,wed book fly club world 4 month ago turn st lucia tell always overlook downgraded 1700 ticket accord duty manager regularly overseer premium cabin staff feed apologize angry passenger give 300 travel voucher compensation mean use always end world traveller plus premium economy seat ok standard economy menu breakfast croissant come fridge disgust,Premium Economy,2,2,5,1,0,1,2
2,not use,flight london boston okay disappoint able sit middle row 10 annoy pay extra window seat also water board disappoint one meal plus biscuit crew friendly helpful return flight different staff not particularly helpful person front decline seat fully want able fit food tray crew member say cause problem man front request put seat eat also arrest not lift leave less 6 inch seat front arrest meaning literally wrap seat 6 hour not comfortable safe emergency one drink trolley follow meal around hour later staff disappear water juice available rest flight not use felt virgin flight offer much good service,Economy Class,2,3,4,2,0,2,4
2,start drop ball,london seville via madrid want budget airline service decent airline price look no always use fly lot business pleasure lately really start drop ball 2016 streak 8 consecutive flight delay 30 min 2 hour not worst recently book flight seville london week flight get cancel take 3 different operator find solution via madrid day no dont want fly next day guess 1 month later outbound madrid get cancel well take time find alternative ultimately settle 7 hour travel time instead 25 hour also need take extra holiday additional cost get destination seville complain process expect get sort compensation esteem silver member word none phone call later stick automatic email service reply no compensation possible ask money anything ask wave rebuke fee ever change flight seem fair cancer flight willynilly take customer account service extend silver member really dont want know customer not part frequent ulcer scheme,Economy Class,3,4,3,1,0,2,1
3,leg room poor,always state check free check availability 24 hour prior flight three seat available three u also like window seat however available seat aisle seat c j due online check option select aisle seat speak customer service advise depend much pay seat certain seat appear available short less pay get less popular seat not available apparently new policy staff member say lead many complaint customer aircraft 747400 red give built 1998 aircraft renovate couple year ago new seat lead light however aircraft table not clean leg room poor 747 embarrassment word cabin crew member not true 747 embarrassment compare new milliner cabin crew friendly however not widely see towards start flight food ok latane nice chop mouse however one meal follow towards end flight fun size chocolate bar unthinkable coffee wake look see competition aircraft wise sort unfair check policy,Economy Class,2,3,1,3,0,2,3
2,fly disappoint,london heathrow bucharest always fly disappoint arrival heathrow check area club europe clearly mark separate rest check lounge host guide check line say hello host make way check line stop unpleasant excuse business class like naughty school boy return lady show board pas allow access exclusive area check smooth aside 20 minute enough time dutyfree shop airport already decorate christmas little bit hungry look light meal snack especially prepared drink world wine bar promise webster make sad sandwich check 4 empty bottle display find warm french white wine therefore decide cut time spend comfortable private lounge treat costa coffee nice taste terminal waiting promise menu feature irresistible meal option draft perfectly match time duration flight couple month ago taste plate canal offer passenger club europe londonbucharest flight offer eternal option beef fish indeed nice polite smile purse tray look like economy tray ulm flight bucharest no salad overlap endo meal option cheese lemon merengue fish blanket food ever board still look experience tray take away coffee second round drink serve shortly main meal service finish stop wondering smooth stylish service last flight go course crew polite nice much shape enthusiasm accord product offer passenger another odd element no drink service need ask another drink crew busy stop club europe toilet front leak flood entire front galley,Business Class,2,4,2,1,0,1,3
4,no long airline choice,disappointed find always middle road airline compare decade ago firstly compare flight a380 later always seat cram business outbound flight 1 2 upper deck toilet work return flight flight entertainment screen break meant not visible keep spring back near close position possible solution steward could find critical bolt miss wedge cork sound flintstone must century airline whenever hit slight turbulence cork keep pop remove screen view annoy half way film flat bed window cabin storage good beef choose main course tough tactless quite incredible give 10 minute try cut chew least nice bordeaux red wine staff well enough use fly lot silver card holder no longer airline choice,Business Class,3,3,3,2,0,2,1
4,standard slip considerably,vancouver london heathrow book air canada revoke onto always unable make ac flight since ac cancel earlier flight yer fly always past look forward fly trip somewhat disappointing seat 747 not comfortable still slightly bit well air canada 10 across 77300er meal serve takeoff chicken rice fairly wasteful cabin crew seem unapproachable meal service cabin crew disappear make limited appearance 95 flight london want glass water push call button wait 15 minute cabin crew walk land breakfast serve consist tactless pratzen granular bar evident service standard slip considerably since last flew 2013 mighty fall,Economy Class,3,2,2,2,0,1,2
4,try save money,silver card holder always pp card singapore singapore london leg average call service staff bit attitude like want job favour 15 hour late sent baggage wrong part airport 45 mind delay baggage area barcelona flight average bad bit codeshare book 2190 find duel not get act together codeshare silver card holder book zero right try charge second bag free silver card holder get lounge explicitly ask duel codeshare exclude no ability use lounge pay select seat try save money duel flight third leg none check online singapore leg work go desk get check drop bags message close million mile chose trip could choose sq star alliance last couple year focus cost control cheap not sort codeshare process standard poor interaction treat cardholder work put fly sq next time come europe bracket cost cut business,Premium Economy,3,1,2,3,0,2,2
1,dont make mistake,tall 196cm exact recent flight london brussels face cram microscopic economy seat instead decide pay 385 fly always business class mistake arrival heathrows terminal 5 tried enter queue zone b direct one information sign tell staff decide close go somewhere else join queue c instead told get front business class check h make way always business class lounge crowd dirty wet smell bathroom look like renown bus station airline lounge place wildly understaffed meant use plate cutlery half eat food glitter table room far less crowed rest terminal wait flight gate announce make way gate c flight busy seat not business class seat economy seat almost zero bedroom whole point spending 385 bedroom ask flight attendant anything could do would not choice anyway understand give tight schedule limited choice sometime force fly particular company well judgment case dont make mistake always,Business Class,1,1,1,1,0,1,1
3,embarrassed flight staff much,athens heathrow not believe always want embarrassed flight staff much try cope comment regard food serve never warn pay 700 flight two u sad loyal customer want go easyjet ryanair would receive treatment great shame,Economy Class,3,5,3,1,0,1,3
3,friendly not attentive,flew bangkok london heathrow 3 cabin crew friendly not attentive come service never get welcome drink seat standard club world seat ok lie sit full right anything feel awkward food border incredible especially speak cooked beyond recognition always lack dine demand flight snack show club kitchen get bad flight seem however meal service reasonably quick 2 hour take significant improvement outbound flight flight entertainment selection quite good screen small terrible cabin whole could benefit total hall pretending snack well main service still not worth write crew friendly flight not attentive miss drink serve not manage get ticket heavily dismount price would felt create hard soft product provide always needs step game get money,Business Class,3,3,3,3,0,2,3
4,another less satisfactory experience,london patrick isa return another less satisfactory experience always fly route often home tuscan first fly route oppose ryanair arrival air bridge make satisfactory experience cost cutting exercise dont mean rain get wet law club lounge close go temporary set north terminal fine busy light lunch well set last time use plane leave 40 minute late stuck apron wait slot settle couple wife afternoon tea say fine return club europe line isa check use anyone airport crew care give management dont care customer service quality lunch quite pleasant sort chicken dish get stacked 15 minute annoy flight get front row give bedroom seat well usual abysmal call club europe disaster worth money buy sale fas direction splendid get embarrassed talk cutback fly st class next week middle east not hold breath go eye pop experience,Business Class,1,4,1,1,0,2,3
1,cabin appear dated untidy,prebooked seat ask take seat notice rubbish pile back seat empty plastic bottle paper etc overall cabin appear dated untidy also flight entertainment screen not work arrival complain always get somewhat stock reply apologize receive derisory 20 voucher compensation fly back thailand flight no ba009 27 see check member staff advise unable print board pas onward flight bangkok chiangmai assure quite normal would cause no problem luggage book final destination advise bangkok airport without second boarding pas would go landslide check bangkok always domestic check complete frisco ensue highlight ineptitude always staff motto fly serve think not,Premium Economy,3,4,1,2,0,3,2
1,cost cut extreme level,tokyo hand london always cost cutting time extremely disappointed board water 12 hour flight no mid flight snack food tuck box vanish offering get serve small breakfast departure tokyo time nothing 90 minute land pretty much 10 hour no food not food available seem reduce also poorly timed look like despite good profit cost cut extreme level perhaps co could try sector world traveller world traveller plus rather first class probably use long haul flight see feels end maybe turn little sinner certainly not enjoyable relax experience,Premium Economy,2,2,3,2,0,1,3
1,listen cabin crew moan,san francisco manchester via heathrow marginal improvement outbound leg journey 2 year old a380 seat much nicer 77200 outbound flight seat like extra storage bin side seat window free room floor say good thing standard aircraft though first a380 flight positive way no sense organisation board process 400 folk stand gate cabin crew look uninterested boarding pm departure look forward get meal get sleep early try get back time best could 930pm meal arrive no choice offer bit miss mine partner meal get bread roll get dessert neither u get drink gash brave cheek ask member cabin crew diet come wake breakfast hour sleep instantly regret fold omelet 25 potato edge cherry tomato breakfast king final couple hour spend watch interactive map see long leave suffer listen cabin crew back moan various thing personal life 20 minute call come captain crew hurriedly prepare cabin land quick connect flight manchester pretty much could rate thing 0 star would ashamed always national carrier,Economy Class,2,1,1,1,0,1,1
2,never always,manchester san francisco via heathrow first time fly always certainly last 11 hour flight london heathrow san francisco tire look 77200 not expect system spare choice colour pipe screen sit partner unlike lead carrier opt system charge want reserve seat check open check open assign seat mile apart plane fully book 11 hour no real option talk partner involve 5 minute walk across plane could often go virgin cheaper decide would nice go far work ryanairs level additional charge never always never,Economy Class,1,1,2,1,0,2,1
3,lose patience,many year fly gold member last 6 year finally lose patience no point even customer relation team seem hand firmly tie able anything loyal customer thing go wrong recently spend 400 flight singapore outbound first bound club world plane fairly new a380 outbound journey plane develop issue toilet toilet not drain properly crew board best look thing still want pleasant experience passenger crew might add bound day later delay 3 hour pump issue toilets no running water throughout entire plane must aircraft outbound ground crew everything try fix feel fair depart 13 hour voyage no running water toilet mean no running water flush toilet although suction system still work not run cap clean course no tea coffee facility 3 hour pass crew decide depart anyway answer load plane load bottle water wipe toilet no tea coffee throughout whole journey get plane land back 3 hour delay stop passenger claim 300 e compensation policy plane land back 54 min late top thing land back ground crew forget tell airport ground crew late gate change result bag delivery delay 30 min summary get home 5 hour later plan toilet issue outbound create bit smell around whole aircraft toilet issue way back delay plane make uncomfortable journey way back seriously delay arrival back home baggage issue add everyone right get decent amount compensation situation regardless class travel answer customer relation 1500 avoid point 1500 go get surely ask lovely lady phone seem embarrass tell anymore supervisor decision final speak supervisor ask think loyal member spending much hesse might decency speak answer no dont speak anyone,First Class,4,4,1,1,0,3,3
1,another abysmal flight,bare patrick yet another abysmal flight no wonder majority passenger fly short haul day package hour anyone make individual booking obviously travel customer focus airline check bare reasonable smooth unlike outward flight board process expect chaos decision issue hand luggage ticket poor one unlike airline no attempt appear make regulate size weight bag carry board flight witness several argument lock space cabin crew greet u bore combine like expression meal service post barely enable sandwich hastily deliver no finesse drink arrive good half hour later food seem one aim cabin crew provide minimum service fast possible minimise time available gossip galley executive never sample economy short haul product,Economy Class,1,1,3,1,0,1,3
4,disappoint expect much,flew job via really disappointed expect much reading previous comment agree always standard slip dramatically fly first routine back evident see cost cut aspect definitely not worth pay sort prick food not standard honestly say good experience flown business gulf asia carrier real shame speak staff board agree quite embarrassed positive point staff legs really nice helpful let poor product,First Class,3,4,4,1,0,2,3
3,poor say least,bangkok london first time fly always last service slow poor say least compare airline honest last time use check fine do online board ok value money would recommend another carrier,Economy Class,2,2,3,2,0,3,1
3,service become far erratic,wife fly always short haul club europe several year recently satisfy service provide noticeably year service become far erratic culminate extremely poor performance unpleasant experience recent flight malta ex patrick departure time 0750 arrive premium checking 0620 find one member staff man desk serve first club least 10 party wait queue defeat economy desk heavily man faster move queue 15 minute extra staff arrive reach desk attitude check lady leave much desire robotic unsmiling disinterested probably kind description would good informed no 1 lounge available absence offering no mention lounge make no 1 lounge struggle cope additional passenger load another story board fine flight service totally disinterested cabin crew perfunctory best meal service late slow no drink sort offer meal dispense clear meal even bad flight final approach la return toilet saw one cabin crew sit galley play solitary pad whilst bottle glass remain seat hurriedly remove captain announce cabin crew seat land apologise mere passenger interrupt lady game session appal contrast several lhrprg early morning flight recent year joy fly may bad flight fear future unless somebody top read report take medial action good name lose forever,Business Class,1,1,1,1,0,3,3
2,not travel,flew always first time sydney london return unsatisfactory compare premium economy experience airline pay preselect seat not no priority board world traveller plus customer fact last board 6 row premier economy yet tell meal choice run meal take back air travel 1970s start consist 6 tactless past spiral 1 cherry tomato fish dry tactless rice unappetising grey colour dessert square plain cheesecake hot beverage breakfast serve thin paper cup no service no offer water snack meal toilet consist hand wash nothing else toilets not clean replenish stop singapore seat comfortable enough foot rest rather leg rest airline world traveller plus certainly not value money not travel,Premium Economy,2,1,2,1,0,1,2
1,use class act,new york london heathrow always please bear mind complaint concern business class ticket customer service non distant could not choose seat line call help tell not possible phone suggest use another brother call friend could try use pp another brother story unable choose seat call airline told could do airport staff press number assure give contact call discover give general phone number absurd use airline year never shame used class act,Business Class,1,3,1,1,0,1,1
5,no longer premier airline,fly always quite journey nice draw home no longer premier airline think trip okay no major problem point no different many airline fly easyjet turkish airline fly etc cabin interior bit tired ask air hostess diet come receive one one toilet 120 odd people economy great 1 hour 40 minute flight flutter galley people wait one toilet congestion aisle block flight attendant trolley not ideal dont get wrong flight airline okay no different low cost airline compare ticket price no longer edge,Economy Class,3,3,3,3,0,2,3
3,poor service,london heathrow tula tumour poor service much taunt 787 first class could not book massage lounge despite try book 3 week advance canada lounge smell no clear partition toilet shower nobody gathered check need anythingpriority board joke outbound service board mediocre cabin crew slow anticipate passenger need no wife one toilet size low cost airline food ok not great arrival ask chief steward fast track brush dont fast track return flight equally poor rang bell no one come rang hour order breakfast steward come say course start serve side much first class din demand great part trip first class lounge tula tumour thanks malasha airline lounge not always law behind air france la premier far first class service concern,First Class,4,1,2,2,0,1,1
7,lack space ruin otherwise lawless flight,not believe always meagre seat pitch great aircraft many short haul flight would far comfortable let alone 12 hour flight soul not overnight 6ft2ins tall passenger front decline seat absolutely no space remain total lack space ruin otherwise lawless flight would certainly make check alternative airline long haul comfort future,Economy Class,1,4,3,3,0,4,5
1,breakfast bad joke,seattle prague via london heathrow always check take hour online check not available water board bad european legacy airline breakfast long haul flight bad joke bread cheese muslin bar 2 hour flight little chip biscuit talk cabin crew 4 flight encourage write review not agree company watering policy also performance crew low quality aircraft new course important food,Economy Class,3,1,1,2,0,1,3
2,bad longhaul experience,singapore heathrow always give something want expect probably bad longhaul flight experience ever clearly costcutting measure primarily concern turn economy travel genuine cattleclass experience really need game compete singapore airline embrace deliver economy class travel completely different level start cramp seat even felt extremely small child 6 8 little leg room feel quite tortuous 5 hour travel let alone 12 food laughable yes say marketing blurt 12 venus choose fail mention incredible thought child meal macaroni cheese would safe bet grey gelatinous block turn make even cabin crew blush entertainment system keep child entertain high hope middle rucksack quality kiss treat food warm welcome completely lacking choice go another airline go embrace,Economy Class,1,2,2,2,0,1,1
1,yet another abysmal flight,london heathrow budapest always yet another abysmal flight majority passenger day seem large tour group perhaps service standard comfort resemble 1970s charter flight cheap no checked baggage ticket allow ridiculous 23kg hand luggage cause chaos board 2 even 3 people need lift heavy luggage worker consequently aisle blocked manoeuvre take place semblance orderly boring abandon no welcome board desperate shriek flight attendant seat quickly place anything small enough seat front accommodate say oversized hand luggage seat flight hard uncomfortable cabin call service nonexistant package incredible offering pass breakfast thrust passenger no finesse accompany half plastic cup cold strew tea cabin staff seem hell bent race meal service minimise time available chat galley one redeeming feature flight leave time arrive 10 minute early flight part tour group book independently would often rival low cost carrier,Economy Class,1,1,1,1,0,1,3
4,reliable,washington dull nairobi via london excite fly first class dull nairobi since 15 hour fly time decide plunge st class ticket thing start poorly check computer system go seemingly constant problem 45 minute wait finally able get back system go checked lounge great meal service fly companion want plunge st class ticket business class want long board come forward report business class seating bad see squirrel layout passenger sit forward backwards flight mean lack privacy someone may step asleep well sprung 850 upgrade well captain announce snatch bag board remove could depart system break computer work locate bag hull 35 hour later locate bag take land 3 hour late heathrow miss connection nairobi no one assist head another terminal customer service wait 3040 minute line tell put demyan air flight business class 8 hour wait til next day fly chose sonya always arrive next morning without one check bag return flight book business class ticket ask would upgrade since use st class ticket no apply refund meanwhile upgrade couple passenger grain told late promotion hell pay passenger bottom line dont fly go distant location reliable assistance negligible fly continent multiple flight may make,First Class,2,4,2,3,0,4,3
1,not customer focus way whatsoever,flew balaga patrick although good flight two week ago service small packet crisis peanut biscuit disgrace least airline purchase food passenger hungry cabin staff clearly embarrass mere offer national carrier go low base make monkey fly serve choose airline always future human cargo clearly inconvenience management although cabin staff best no doubt management wait get hand money start supply food charge truly shock value not customer focus way whatsoever,Economy Class,2,4,4,1,0,1,3
3,disappointed,excite club world journey mauritius disappoint food want great wine either foot part flat bed keep collapse hardly get sleep cabin staff good helpful travel virgin upper class much well bed make due sheet get always sort rather nasty blanket no sleep suit either disappointed flight terribly delay oncoming flight patrick strike lightning not fault know would think could provide another plane save wait long do past maybe dont spare plane long haul travel always europe several time past 3 year think wonderful long haul not u certainly hope next time go long haul wont travel always unless pull sock,Business Class,3,4,4,2,0,2,3
5,lowering standard,return journey patrick dubrovnik outward journey seat basic least served basic cardboard waste breakfast one drink return journey depart 12 noon serve either hot drink 1 biscuit cold drink small packet crisis think slowly acclimatise people refreshment withdraw completely early next year short haul flight staff friendly must embarrass lowering standard always,Economy Class,2,4,2,2,0,1,1
3,avoid always cost,recently fly always business class salary rome via london return route like previous review avoid always cost although cabin service staff rout exceptional layout international business class seat brutal design seat either bother fellow traveler get climb foot even bad always cell business class within europe nothing economy seat middle one block husband 64 510 knee jammed seat front u could make passenger feel anymore cramped big complaint always pay reserve seat international carrier even business class long 24 hour advance no seat choose utter surprise husband even seat together shame always cheap fly europe shortly definitely look elsewhere plus side food service flight exceptional customer service leave much desire,Business Class,2,5,1,1,0,5,3
1,dislike much,london heathrow geneva return appalling airline book process dreadful charge want change seat economy tell charge food drink january webster difficult use customer service via phone email abysmal extremely rude give completely wrong information cut give wrong number put loop message whilst cabin staff lovely many extremely helpful week steward refuse help put cabin bag overhead lock bag not oversized bad back present ask politely yet outright refuse though helped people fly club class month ago fold table filthy even though steward saw ignore wet coffee ring salt scatter everywhere actively ask clean bad grace avoid always sometimes flight route time fit best need every single time fly remind dislike much,Economy Class,4,2,2,3,0,3,3
2,terrible nearing airline,london city balaga return thing start badly 2 year old son separate booking reference call centre india refuse help fix say manage book want name three hour delay lay something miscalculate weight allowance time give u food drink give u no updated happening land three hour late get compensation return journey balaga another one hour delay get back try collect avoid point webster keep get system error try call customer relation go menu system tell due disruption call not answer last time fly terrible near airline upside london city great airport weekend,Economy Class,3,3,1,1,0,2,3
2,food disgrace,gold even member redemption flight one not really complain pay 400 would rag aircraft b77200 well past sell date crew whilst personal pleasant look bore food disgrace wine white warm red cold bad ask business class menu compare first superior every way example first soup versus business crab cod apologise say know disgrace keep telling aircraft old ceiling fell celoptape look grip foam plate hung really past laugh ask people pay rate overall find move 3 star overall product lazy apathetic inconsistent tire crew fantastic air ground well like tube station civil servant job life attitude advice stay well well away premium price neuro business laugh stock,First Class,4,4,1,1,0,2,2
5,like time warp,fly quite number year see new fleet expect something modern instead like time warp aircraft see well day opinion judge equipment inner design damage light uncomfortable seat show near toilet action not good crew okay service okay convenient way b opinion nothing else airline manage update everything offer utilise aircraft wise provide much emphasis everyday economy folk frequent fly may consider value money negligible use forward think modern airline experience make end great holiday feel somewhat sour,Economy Class,2,2,4,1,0,2,1
4,think stoop low,toronto lesion connect london outward stoper london return always mix premium economy economy easy check toronto staff great club lounge usual clean welcome well run ok board juice water offer board bizarre no sparkling wine offer sir offer sparkle wine flight london no hot towel take menu card offer one round drink follow dinner speak overlook dry greasy gray bad meal date big insult breakfast downgrade coffin nothing basket small puff chocolate cereal bar plus tea coffee juice think stoop low manage find something else nickel time good club lounge decent shower flight london lesion one best short haul flight young mixed fleet crew really friendly offer great service prompt drink snack service taste roll 2 bite desert 1 bite second drink provide request return lesion dreadful bus transfer aircraft sullen old crew average service mind savory roll replace sweet savory snack shameful increase sugar offer across flight current diabetes debate lounge b gate remain favourite lounge plenty space peace quiet board one old 747s old configuration pe front big class juice water sparkle wine offer board frozen sit even rest mind safety video abandon soon start manual domo clearly issue across rag 747 finally give watch channel keep change no hot towel one drink round ask little bag pretzel tell cut embarrassed crew around bag really vile coleslaw start choice speak butter chicken carry small pot chocolate pudding complete dinner chicken taste not business class entree claim stretch imagination tea coffee no dinner drink already cut big insult continue degradation service scrap second meal sandwich go either 1 cook single finger chocolate tea coffee clearly embarrass crew constant reduction pe product small stuff go much low seat space leave ironically whilst lesion announcement make regard short haul food drink charge economy disingenuous suggest people ask improved watering yes ask cut service back much first place id pay decent m sandwich enjoy free drink charge tea coffee juice even air canada stoop low really worry future drive improve bottom line go far dont see fare reduce reflect reduce service board bag group shareholder ashamed embarrassed devise u flag carrier continue,Premium Economy,3,4,4,3,0,1,1
4,indifferent attitude cabin service,flew always heathrow recently first experience read number previous review comment indifferent attitude cabin service absolutely agree shame actually read review actually restrain improve perception quickly board rather point aisle begin walk actually cabin staff position even economy assist passenger struggle load carry baggage get seat way others many u unfamiliar somewhat different control new perhaps handful board bit cabin assistance long transatlantic flight cabin steward disappear least 45 hour mid flight perhaps occasional trip cabin every hour two ask customer need anything fearful extra work,Premium Economy,3,2,2,3,0,3,3
5,luggage misplace plane,new york dsseldorf via london heathrow online check fast easy choice seat free charge poor even plane halffull checking baggage organization mess long line no priority member arrive min hour board otherwise miss flight staff plane less acceptable hand luggage get misplaced plane think somebody remove asked staff least found hand luggage recommendation staff behave partly unacceptable beverage seat comfort total okay,Economy Class,3,2,2,2,0,3,4
4,staff acceptable,quite simply next time fly possible shall use airline one exception south african always rather always fly johannesburg london heathrow seat business a380 dire description give another review feel coffin pretty accurate staff acceptable appear indifferent go motion serve food beverage whilst try not look bored whilst job oh pack froze unable watch listen music half journey want business class seat superb airline configure seat a380 shame dont fly south africa although would impossible book seat everyone would choose fly not always,Business Class,1,2,3,2,0,1,1
2,staff rude inattentive,london patrick mauritius never life flight bad one husband fly mauritius second anniversary patrick airport staff rude inattentive pressed flight attendant button many time wait 20 mind switch however not bad flight cold ask could please turn care multiple passenger ask extra blanket not would help literally shake whole flight even though multiple layer clothes never fly direct mauritius always pay direct ticket indirect flight thanks let realise pay quite well service,Economy Class,3,1,3,2,0,1,2
3,mistake choose,paris bangkok via london mistake choose business class flight experience seat weird coffinlike configuration slide screen people climb almost continually enough say never service patch decidedly longfaced sizechallenged cabin staff coffee unthinkable forget choice main course near incredible portion thankful miniature wine selection good unsmiling steward tell no bordeaux merdock explain meadow bordeaux region really simply come nowhere close embrace chatham singapore airline league way way ahead add lounge paris london great paris share chatham london terminal 5 lounge excellent shame flight quite hideous seat tight face face complete stranger noisy hard,Business Class,1,1,4,3,0,1,3
1,unlikely ever fly,absolutely dire instal new check system fail huge queue check ask take line would miss flight despite arrive well advance lose luggage mine partner even get glasgow flight luggage take 2 day arrive rich 2 day 6 day break stay wait luggage online information service match tell verbally phone people speak irritable rude helpful submit formal complaint return via webster take 3 week reply accept no responsibility give u list excuse new check service cause problem london totally irrelevant problem glasgow appal company go day good reputation look customer unlikely ever fly unless absolutely no option,Economy Class,3,3,1,1,0,3,1
2,not fit purpose,previous review 2 week ago specifically always online check system currently cyrus holiday fly back london even elderly mother sit next last night 1930 open ape phone time mother choice 12 seat 300 seat 767 choice 4 seat clear evidence passenger inequality even though passenger travel cabin class happen 2 week ago fly london heathrow larnaca firstly fly several time year get 4 poor location seat choose another economy passenger get choice 12 seat choose secondly offer online check service not fit purpose fly aeroflot choose seat time actually book ticket every airline appear suffer kind seat harding issue reason presume would rather people pay 15 choose seat advance top already high price ticket something personally never ever,Economy Class,3,3,2,2,0,3,1
5,trading previous good reputation,san jose costa rich patrick always unhappy flight seat uncomfortable plane old screen scratch appal watch 2 drink service whole 10 hour flight not include 2 meal bad usual get walk seatbelt sign extend period think much turbulence give worse crew disappear extend period time always obviously run cheap whilst trading previous good reputation unacceptable compare dreamliner also game u charge port new film drink demand lastly inferior never travel,Economy Class,1,3,3,3,0,1,1
5,expectation low still disappointed,heathrow bangkok always fast check friendly staff gallery lounge always busy seat comfortable food ok boarding start approve 50 min departure board unlike middle eastern airline point general direction seat rather show aircraft old 77200 3 cabin configuration age show generally clean trim come apart screen small seat felt bit cramp much like virgin atlantic upper class seat great sit normally fully flat everything struggle yingyang seat configuration awkward say least centre seat great travel couple welcome drink eventually serve take slightly delay dinner painfully slow good 3 hour take dinner finish start dessert ok entree far overlook taste also no dine demand facility eat give suit crew crew friendly painfully slow also take hour dinner cabin light fully dim breakfast serve 2 hour land crew transform quick efficient service shame take 9 hour get point breakfast not great enable land bangkok time no fast track card immigration give bag arrive belt minute pass immigration clear cutting cost premium cabin show spade compare middle eastern 3 asia airline even u airline could benefit cut generous baggage allowance use money save fuel get new hard product seat cabin improve soft product food service etc especially give current price point base review set expectation low still disappointed,Business Class,3,3,5,3,0,2,3
5,feel budget carrier,brain boston via london first time fly fly later embrace man air business class check bah quick efficient separate business first class check area use gilman lounge basic adequate flight bah 77 seat 2x4x2 configuration narrow similar premium economy seat marginal large economy seat though reasonably comfortable fully flat not much room people 6 foot struggle hardly storage space screen small poor quality food average carrot pushkin soup cabin crew disengage plane felt old tired lounge heathrow large get busy able sit comfortably bathroom main lounge quite date need good clean far often get quality food lounge average though wine spirit selection decent flight boy 747 similar 77 old tire cramp seat business class cabin crew bit good leg though still disengage food average quality though wine list small good overall feel budget carrier compare middle eastern counterpart lounge sub par particularly compare later lounge dora even want one world lounge lax business class ticket reasonably cheap though see give choice would not fly,Business Class,2,2,3,3,0,3,2
