OverallRating,ReviewHeader,ReviewBody,SeatType,SeatComfort,CabinStaffService,GroundService,ValueForMoney,Recommended,Food&Beverages,InflightEntertainment,review_topics
4,I highly disappointed,Accra London Heathrow BA 6 hr 50 min overnight flight Sleeping overnight flight economy class ordeal bit I highly disappointed hour landing entered French airspace cabin light put bright breakfastsnack service following dinner takeof Accra since service consisted cup tea coffee cold drink Not even biscuit offered I shocked,Economy Class,2,3,4,3,0,2,3,"['Overpriced & Poor Value for Money', 'Food and Beverage', 'Airline Staff & Ground Services']"
4,Shortsighted management,This tale two airline individual approach Business Class passenger We flying Mauritius holiday I felt given flying time spoil fly upfront comparative comfort Business Class The British Airways flight okay crew friendly cabin worked fine However I totally shocked standard catering Gatwick Lounge small issue perhaps part Business Class experience To illustrate point I attach shot Walshs policy putting shareholder first actually mean farepaying passenger With confusing layout greets one South Terminal BA moved serve checkin even label bag I pretty frustrated time actually found Lounge But greeted totally unacceptable So Willie rather screwing cost benefit shareholder sort display overt costcutting lost revenue future Shortsighted management Take lesson Emirates I decided fly home disgusted I experience They put passenger first,Business Class,4,3,2,3,0,4,4,"['Food and Beverage', 'Airline Staff & Ground Services']"
1,food no taste whatsoever,Bangkok London British Airways Im frequent flyer For change decided fly BA London Thailand 12 hour journey When seated realized seat cushion coming away Underneath lot litter We realized cant watch movie etc due fact no sound I informed cabin crew said report relevant people etc Our complaint food no taste whatsoever served plastic cutlery broke time In short I would not recommend flying BA,Economy Class,1,3,3,1,0,1,1,"['Food and Beverage', 'Refund & Compensation Disputes', 'Seating Comfort']"
1,British Airways declined badly,Chicago London Heathrow Dont waste money buying BA seat assignment advance I month ago time I made booking paid aisle seat choice When I went back one week journey aisle seat gone I placed undesirable middle seat There no remedy Five call three day BA connected people Delhi whose vocabulary unfortunately sorry no I deceived lied put I flown British many time absolutely last time It acceptable make error totally unacceptable callously make no effort rectify Take advice choose another airline I OneWorld emerald flyer AA flew 200k mile last year I tell good service bad British Airways unfortunately declined badly,Premium Economy,1,1,1,1,0,1,1,"['Refund & Compensation Disputes', 'Baggage Problems', 'Seating Comfort']"
3,quality British Airways certainly gone downhill,The quality British Airways certainly gone downhill On short haul London Heathrow Rome nothing easyjet Online check quick easy terminal 5 delight however online check available 24 hour departure unlike easyjet allows check 30 day prior departure That good part journey We boarded packed old 767 decaying middle seat E narrow impossible get seat flight We row 13 Without notice go deicing meant 45min delay service however catch 35mins Our inbound flight newer A319 better seat skymap Due slot restriction Rome London flight also delayed During flight new buy board poorly done taking forever limited range overpriced product I therefore conclude airline one 10 month ago offering meal short haul flight well always time nothing low cost carrier older plane useless service What shame,Economy Class,2,2,4,2,0,2,2,"['Food and Beverage', 'Flight Delays & Cancellations']"
3,food bland say least,My partner I flew Dublin Seattle via London Heathrow British Airways Heathrow Seattle B777200 slightly dated seat rather cramped making impossible sleep 910hr flight Online checkin wasnt possible werent able select seat booking Iberia flight number even though operated BA Made lengthy phone call response given nothing could done airport Arrived early airport find plane overbooked partner I didnt get seat together ground staff could nothing Luckily able swap another passenger board Food bland say least possibly worse carrier Ive ever flown However service provided cabin crew excellent Would fly BA,Economy Class,2,5,1,3,0,1,3,"['Overpriced & Poor Value for Money', 'Seating Comfort']"
2,BA low cost carrier,The whole experience poor flying London Heathrow Athens Ancient aircraft 767 poor inflight entertainment new food offering purchase food slow lacking limited range product On short haul Athens 4 hour classified BA low cost carrier without efficiency established low cost carrier The sole advantage fly tofrom major airport This airline trading past reputation matter time largely loyal customer base desert alternative airline,Economy Class,2,2,2,2,0,1,1,"['Food and Beverage', 'Airline Staff & Ground Services']"
3,British Airways shock,Doha London Heathrow Having flown Doha Qatar Airways flight British Airways shock For start Club world seat not comfortable There hardly anywhere stow bit piece The cabin crew indifferent We departed approximately 9am Immediately reaching cruising altitude informed serving lunch At 10am We told would given sandwich descent 7 hour flight A cynical person might think crew wanted get meal service way early I dont know timezone lunch possibly Bangkok certainly not Doha London time After 5 hour I rang bell The female cabin crew person came asked incredulously ring bell Yes entire flight I asked sandwich told I would wait No I want Not five course meal sandwich Having flown Qatar Airways entire menu la carte order anything time apparently preprepared sandwich big ask In business class I pointedly ignored rest flight I complain immediately BA credit I received response basically sorry I felt way Never Pay fortune basic service,Business Class,1,1,3,2,0,1,4,"['Overpriced & Poor Value for Money', 'Food and Beverage', 'Baggage Problems']"
1,Will never touch British Airways,Will never touch British Airways Having flown BA route Orlando London Heathrow long time service seriosuly gone downhill When I went back plane ask snack I told I buy Having paid 1000 ticket I replied Im not Ive paid enough flight already To cabin manager replied well thats way industry going people want value money get airline dont like tough I never spoken rudely member staff life As well seat old screen didnt work Other airline namely Air New Zealand Singapore Airlines even American opinion represent lot better value money even still get snack long haul flight I guess airline right,Economy Class,1,1,1,1,0,1,3,['Overpriced & Poor Value for Money']
3,equal Ryanair EasyJet,Leeds Bradford Heathrow Service equal Ryanair EasyJet Ive flying BA regularly last 4 year I cant get head around going Complimentary drink replaced Buy Board menu flight short not passenger even get served Really appalling There no competition LBA route I certainly wont pay anything extra travel BA alternative available Ryanair around fifth price usually,Economy Class,3,2,4,3,0,1,3,"['Overpriced & Poor Value for Money', 'Food and Beverage']"
1,couldnt anything,Vienna Los Angeles via London On 123116 5pm night flight I received email saying first leg London cancelled I needed call reschedule On phone rep told flight later day I could take 31st I said great book He I received conformation noticed flight scheduled 13117 I told said Oh yes error part However book gave seat I told mistake needed fix He said thing could give partial refund would useless 2k buy new ticket I could fly 1417 I asked British Airways would comp hotel mistake He said no I asked expected pay hotel 4 night He no answer He refused book airline I asked manager said none available I fought BA 5pm 1am no exaggeration I screeenshots phone call I decided get 6am go airport talk BA rep find no BA rep rep representing BA rep She told first could nothing either I told I not care US got get US She managed get flight Philadelphia next day She compd hotel night meal As business inconvenienced However failed tell flight not connected I individually check one The checkin associate also failed Therefore stewardess AirBerlin 30 minute late made u delayed quite bit I run next gate find I wasnt checked gave seat away I begged pleaded cried somehow grace higher found seat Upon arrival US I grateful I found bag left Dusseldorf It took another 2 week get back At end BA left 400 deficit get home CA Philly I contacted customer service complain took month hear back say couldnt anything Next time I spend however much cost fly airline form management overseeing employee I know not screw Lufthansa example treated well I wasnt even paying customer,Economy Class,2,3,1,1,0,3,3,"['Overpriced & Poor Value for Money', 'Refund & Compensation Disputes', 'Baggage Problems']"
2,next time I fly Ryanair,London Heathrow Innsbruck I loyal customer British Airways 30 year If ever I choice another airline I chose British Airways no The new food drink service appalling The crew flight never made last 8 row child sat back went thirsty This particularly poor another child wandered back plane vomited copiously everywhere clearly not BAs fault fault I couldnt get drink child take mind stench puke pervading part plane Next time I fly Ryanair I doubt well notice difference,Economy Class,1,1,4,1,0,1,3,"['Overpriced & Poor Value for Money', 'Food and Beverage', 'Seating Comfort']"
1,turning great airline low cost,Los Angeles London Heathrow Starting charged 180 check hold luggage despite outbound sector able check hold luggage free The onboard service continues decline passenger BA World Traveller terrible food minimal drink raised eye brow ask second glass wine You get feeling much ask anything bare minimum restrained arrested arrival destination Seat okay better comfort American Airlines I say movie selection TV selection poor usual random selection TV programme interrupted continually onboard announcement The new BA CEO great job turning great airline low cost subsidiary Vueling,Economy Class,2,1,2,1,0,1,1,"['Food and Beverage', 'Flight Delays & Cancellations']"
1,service like budget airline,Gatwick Barcelona Unimpressed new MS board service Boarding process badly organised cabin crew cabin bag quite overhead compartment took age passenger place bag overhead I put bag much behind row Its not point fly anymore service like budget airline sadly I booked ticket announcement buy onboard,Economy Class,1,1,1,1,0,1,3,"['Overpriced & Poor Value for Money', 'Food and Beverage', 'Flight Delays & Cancellations']"
3,quality dropped dramatically,London Heathrow Rio de Janeiro 45 minute delay tarmac Air conditioning wasnt working delay would work engine The cabin therefore unbearably hot The foam seat 30B deteriorated point I could feel metal bar underneath digging tail bone I informed cabin staff due flight overbooked I couldnt moved I given extra pillow This 12 hour flight I dont think acceptable I uncomfortable flight In flight entertainment kept pausing pixelatingblipping In flight snack paid Considering price flight I think poor British Airways not budget airline In fact airline currently rated lower BA Top 100 airline eg Virgin Atlantic Malaysian Airlines still provide complimentary board snack There two flight meal flight occasion I not offered meal choice run Once I could forgive twice When I complained flight staff second occasion keep mind end flight I sitting uncomfortable metal bar 10 hour steward informed I travelling poor country I grateful food I getting How rude I not book flight BA get lectured flight staff The quality meal dropped dramatically No cracker cheese no fruit What served mail meal coleslaw fruitcake I intensely dislike This made unavailability complimentary snack flight even upsetting Id no choice menu served unpalatable I take medication need taken food I no choice purchase food board An additional charge already expensive flight hard pill swallow,Economy Class,1,1,1,2,0,1,2,"['Overpriced & Poor Value for Money', 'Food and Beverage']"
2,I never fly BA,London Heathrow New York Paid 250 prebook seat wife nervous flyer like window seat Before even left BA changed seat middle aisle without notifying u Luckily I spotted booking portal changed back window seat To cut long story short return journey moved middle aisle seat even though aircraft upgraded jumbo On complaining airport told flight fully booked complain got back home would get refund I told always On returning back UK Christmas Eve I contacted Customer Service told I would receive refund I took Customer Services Operators name ID number no refund I completed online complaint form I received acknowledgment nothing happened I wrote Chief Executive no acknowledgement nothing I wrote Refunds Department no acknowledgement nothing I chased Customer Services told Refund Department busy I never fly BA To quote British Airway Customers Service response I completely understand youre unhappy didnt get preferred seat I apologise inconvenience caused I hope welcome travel companion board soon My response I dont think,Economy Class,3,2,3,1,0,1,3,"['Overpriced & Poor Value for Money', 'Refund & Compensation Disputes', 'Baggage Problems', 'Seating Comfort']"
1,learn airline,My mother 79 year old not well booked business class ticket BA676 Istanbul 7th Jan 2017 requested disabled person assistance Mother The flight got cancelled due bad weather IST understood tried reschedule flight faced mess nightmare staff not know Istanbul airport shut due snow We nearly got rebooked flight Munich refused BA ticketing agent not know Turkish incoming flight Munich cancelled I show look web making u travel Munich would got stranded In total stranded Heathrow 15 hour managed fly Istanbul via Athens Aegean Airlines 2230 next day Athens delayed nearly 21 hour When finally got option travel Via Athens We go collect luggage When asked PreArranged assistance Mother told No assistance available due fact many people needed help We walk long distance back immigration BAs lounge T5 We went marked Luggage Desk Club Word told go alone collect luggage nearly 2000 piece luggage flight cancelled When asked transport T2 train offered link terminal take taxi cost 2000 get T2 I asked refund part ticket I received general reply without joy British Airways need look around learn airline I surprised standard Aegean Airlines pleasant staff clean aircraft comfort seat quality food All missing BA,Business Class,3,3,1,1,0,3,3,"['Refund & Compensation Disputes', 'Airline Staff & Ground Services', 'Baggage Problems', 'Food and Beverage']"
4,British Airways need improve,Gatwick Barbados outbound 19th January returning 2nd February Over many year travelling many part world last flight eye opener see bean counter ruin airline reputation Please British Airways need improve,Economy Class,2,3,3,2,0,1,1,"['Overpriced & Poor Value for Money', 'Food and Beverage', 'Refund & Compensation Disputes']"
5,stooped lowest level,Aberdeen Paris via London Heathrow British Airways stooped lowest level penury introducing wellmarketed poorly executed scheme M S Tieup catering European Domestic route BA passenger remain thirsty even 3 hr flight far Europe destination without credit debit card Leave alone complimentary drink even cup water charged No cash accepted Stooped lowest level customer service renowned airline I evaluate option travelling BA domestic European route although I Bronze member,Economy Class,3,3,4,2,0,1,3,"['Food and Beverage', 'Flight Delays & Cancellations']"
3,brand suicide worst,London Heathrow Copenhagen My first time experiencing British Airways buyonboard service This must brand suicide worst How BA go fullservice carrier low cost overnight astounding The brand cheapened offering wasnt gourmet least could pas time tea biscuit cant even get hot water free Even SAS offer complimentary coffee What cease amaze taken away British Airways every single class travel yet dont see decrease ticket price The positive flight time crew friendly I feel must complete embarrassment,Economy Class,3,4,4,3,0,3,3,"['Overpriced & Poor Value for Money', 'Food and Beverage']"
2,fallen behind airline,Heathrow Hong Kong Business Class 3rd January part holiday New Zealand also involving flight Cathay Pacific Malaysia Airlines The flight Hong Kong British Airways showed bad British Airways far fallen behind airline The continual penny pinching poor staff attitude evident throughout flight Checkin Terminal 5 chaotic computer glitch greatly slowed checkin bag drop process There BA staff hand assist evidence continually harassed Business checkin better still busy BA need speed bag drop urgently Other airport allow print baggage label take baggage straight loaded onto conveyor belt member staff check weight make sure not heavy not perfect passenger would considerably speed process vast majority passenger check easily The lounge disappointment tired dirty furniture used dish not cleared seat number passenger poor food availability Not great place rest 11 hour journey I would concur comment deteriorating standard Compare home lounge carrier Hong Kong Kuala Lumpur Took shower whilst waiting OK The flight not good Cabin crew showed general lack interest throughout flight seemed interested getting meal served disappearing view rest flight time meal service prior landing Gone small not small touch made flying BA pleasure hanging coat hot towel second round drink nice meal leisurely pace overall feeling well looked A comment seat BA justify 8 across Business Class When yingyang seat first introduced revolution lot airline 6 across lot space comfort case dont climb another person get whilst sleeping I window seat I felt hemmed There no storage space thing need flight glass tablet computer water bottle etc All kept floor crammed side seat Sadly BA no longer airline choice I spent many year international business travel saw Union Flag tailfin distant airport knew already nearly home I saved considerable number Avios point retirement I using airline within One World Alliance possible offer far better product actually look passenger make feel wanted Sorry BA youve lost loyalty Club World poor also Club Europe youve lost plot bean counter Never thought Id say Ive joined ABBA club anybody BA,Business Class,1,2,1,2,0,2,2,"['Overpriced & Poor Value for Money', 'Food and Beverage', 'Baggage Problems']"
1,Travel Nightmare,Flew Los Angeles Nice via London Heathrow 2 word Travel Nightmare Every leg British Airways flight delayed including one delayed due paperwork issue would take 10 minute 2 hour later took Late inbound flight caused miss connection British Airways charged exorbitant fee wait 4 hour line rebook Inflight entertainment audio system not work properly not resolved offered no compensation result By far worst travel wife I ever experienced avoiding airline life,Economy Class,3,2,1,1,0,3,2,"['Flight Delays & Cancellations', 'Refund & Compensation Disputes']"
2,reputation slide,Zurich London Heathrow first trip BA since scrapped type complimentary service onboard u lowly economy cabin traveller This week since introduced buy onboard snack option cabin staff acted like first day no training Okay might not easy appeared bad tempered customer question new Ryanair style service lot tutting served decided buy something I sick tired CEO BA telling u everywhere customer asked Be honest accept ploy enhance personal bonus end year keep shareholder happy That said seems BA reputation slide across many market thats shareholder truly worried And no I sold BA share many year ago,Economy Class,2,2,3,2,0,1,1,"['Overpriced & Poor Value for Money', 'Food and Beverage']"
1,dreadful business class experience,Gatwick Barcelona return dreadful pretty much sum British Airways business class experience Since BA moved Gatwick south terminal new lounge still not ready Theyre currently using clubroom old Virgin Atlantic lounge called speedbird lounge Gold card holder passenger travelling business first class use clubroom What sorry state lounge Full limited seating forty minute wait food no available snack empty drink cabinet I left hungry thirsty I arrived No worry though British Airways feed onboard Once onboard two hour flight I served afternoon tea consisted three finger sandwich scone really small slice cake This meal completely insufficient There one drink round offered one top offered Given BA use smallest glass possible coupled love miniature can lemonade thirsty I found trading business class completely not worth extra spend After disappointed outbound catering disappointment set continue exact afternoon tea meal served inbound flight Staff indifferent spent time chatting galley,Business Class,1,1,1,1,0,1,3,['Food and Beverage']
1,slipped low budget airline,Sofia London Heathrow The flight time British Airways slipped low budget airline standard Ive using BA many year next holiday booked another airline I not score 1 even cabin crew I didnt receive service onboard Almost 3 hour flight not one question moment attention cabin crew You receive attention ask buy something food water etc Crew not guilty victim new airline policy BA lost Class,Economy Class,1,1,2,1,0,1,3,"['Overpriced & Poor Value for Money', 'Food and Beverage', 'Refund & Compensation Disputes']"
3,no better Ryanair,London Heathrow Milan return How British Airways fallen service product no better Ryanair frankly unless LHR convenient I would seek another airline Not even drink offered unless pay although another passenger stated water free not offered Seats anyone else insist putting silly yellow cabin bag band carry bag like mean anything I checked bag small carry staff insisted silly thing attached I immediately ripped The benefit frequent flier tier meant I got early boarding last trip LHR connection procedure awful American Airlines better British Airways say,Economy Class,1,1,2,3,0,1,1,"['Overpriced & Poor Value for Money', 'Food and Beverage', 'Baggage Problems', 'Flight Delays & Cancellations']"
2,Inflight food shocking,Flew British Airways London Gatwick Bridge Town Flight good staff attentive Inflight food shocking Second year running no choice pasta The whole meal Economy big E I doubt whole tray cost 1GBP The food coffee world smallest KitKat For eight hour flight appalling BA ashamed andor put another Ten pound ticket give proper meal Have flown Virgin Thomas Cook etc outstandingly BA worst Fly Virgin,Economy Class,4,5,4,2,0,1,4,"['Overpriced & Poor Value for Money', 'Food and Beverage']"
4,mighty fallen,How mighty fallen I say continue fall My partner I booked ticket London Johannesburg back September 16 paid approx 1700 2 economy ticket slightly normal paid extra leg room seat It evening flight traveling relatively new A380 first problem not enough room hand luggage near seat placed 30 foot aircraft not life threatening annoying want get thing bag surprised lack space Our real issue came serving evening meal flight attendant announced vegetable lasagne rather explaining 1700 not able offer u default evening meal chicken beef ran They made no effort remedy situation whether choice premium business never know I say I pretty easy please come food wasnt happy vegetable lasagne I no meal result As I left aircraft I received text BA asking feedback flight I took time respond explaining received no response Whilst I Johannesburg I tried contact call Johannesburg complain trying contact speak anyone BA like trying get audience Pope Francis I eventually received email response stating complaint didnt qualify redress I challenged I explained hypothetical situation whereas passenger paid fare left aircraft 1 would I prepared pay full cost flight no 2 would BA reasonable expect pay full cost In summary I eventually offered 15 credit next BA flight totally unacceptable I dont fly often even 15 shopping voucher apology would sufficient I felt hugely disappointed national carrier onboard service customer relation arrogantly doesnt give damn Looking back point made angry total disinterest,Economy Class,4,2,2,2,0,1,3,"['Overpriced & Poor Value for Money', 'Refund & Compensation Disputes', 'Baggage Problems', 'Food and Beverage']"
2,not receive free glass water,London Heathrow Zurich Because fog morning Heathrow I called BA checked online delay late afternoon flight I told several time flight time After disorganized boarding door aircraft closed 15 minute late Then captain informed u 45 minute delay departure fog morning Heathrow Airport At end arrived 15 hour delay Zurich When airborne informed new catering concept British Airways Economy Class Passengers European flight You pay food drink Thanks delay spent two half hour BA plane not receive free glass water,Economy Class,2,1,2,1,0,1,3,"['Overpriced & Poor Value for Money', 'Flight Delays & Cancellations', 'Refund & Compensation Disputes', 'Food and Beverage']"
2,par low cost standard,Madrid London Fairly chaotic check largely Iberia staff Boarding quick friendly welcome cabin crew Seats cramped par low cost standard cabin reasonably clean Flight crew gave good information Inflight crew started new food drink sale chaos started The time taking row served excruciating I seated 9 row back gave waiting drink dozed Before landing I spoke neighbour asked finally got served said sandwich run long staff got This not cheap fare I got British Airways state publicly customer asked new service buy onboard etc What lie I yet meet anyone asked wanted many month BA stopped complimentary service Sad see national airline slipped well like Lufthansa Air France,Economy Class,2,3,3,1,0,1,1,"['Overpriced & Poor Value for Money', 'Food and Beverage', 'Airline Staff & Ground Services']"
2,lost absolutely unique selling point,The decline British Airways My review primarily BA Euro Traveller economy Up two year ago one felt good travelling BA They mile ahead budget airline Yes bit expensive one enjoyed reasonable food beverage checked case 20kg part service Today BA provides no free food beverage require extra payment check luggage Today within Europe BA absolutely no advantage opposite EasyJet Norwegian Monarch even Ryanair Why anyone pay extra BA lost absolutely unique selling point Incidentally coming back Malta London Gatwick BA business class nowhere hang coat Previously BA flight attendant always hung cupboard And NO CUPBOARDS Extra seat instead The Decline Fall proud BA In future BA need meet cheaper budget airline,Business Class,2,3,3,2,0,3,3,"['Overpriced & Poor Value for Money', 'Food and Beverage', 'Refund & Compensation Disputes', 'Baggage Problems']"
1,vowed never fly BA,I returning home wedding December 27 2016 connecting British Airways London Heathrow Abuja The seat I chosen changed horrible seat near toilet I never got explanation action However I wasnt fussy I excited getting married Also flight dirty food terrible took forever get served first place Our flight arrived Abuja airport I supposed get another flight two hour final destination within Nigeria I went claim luggage carousel I waited hour till luggage gone I couldnt find luggage wedding item including wedding dress As imagine I devastated I cancel connecting flight final destination order sort issue I spent night Abuja hoping luggage would come flight arriving next morning one BA flight arrives Heathrow Abuja day My luggage never arrived next day Myself husband spend hideous amount money purchasing emergency wedding item The BA staff airport werent helpful rude none could give u reasonable information luggage My luggage finally arrived 5 day wedding bad shape Up till day BA refused acknowledge claim havent refunded expense course flying BA ruined supposed best day life I vowed never fly BA,Economy Class,1,1,1,1,0,1,1,"['Overpriced & Poor Value for Money', 'Refund & Compensation Disputes', 'Airline Staff & Ground Services', 'Baggage Problems']"
6,treating premium passenger contempt,London Heathrow Cape Town return Having previously flown BA First Class Boeing 777 A380 trip ageing Boeing 747400 Heathrow Terminal 3 disappointing The sooner BA replace aircraft better I window seat least not cramped middle seat looked like BAs dreadful Club World seat The first disappointment came prebooking meal told due cabin crew strike ended day flying would get Club World meal instead Why There 14 First Class seat caterer not strike quite annoyed offered AVIOS compensation The IFE screen quality poor movie selection not particularly good The good thing 2 excellent lady serving cabin BA need stop treating premium passenger contempt wake fact lot competition Priority boarding joke anybody Bronze Executive club card get half aircraft rush boarding gate Priorities need reassessing controlling Special need First Class passenger first trickle They also need maintain aircraft better standard replace quickly,First Class,3,5,3,3,0,4,2,"['Food and Beverage', 'Refund & Compensation Disputes']"
5,cost saving clearly evident,London Heathrow Chicago First British Airways It better last trip Club World recently come back extended trip around Asia not BA one quickly realises subpar BA experience become Airport service Heathrow distinctly average economy style Onboard staff friendly surly frankly lazy Loos not checked cleaned throughout flight While I dont fly dine like pub grub compared top first class airline cost saving clearly evident IFE okay Trouble no proper competition route US carrier cant classified first class league,First Class,2,3,2,2,0,2,3,"['Overpriced & Poor Value for Money', 'Food and Beverage']"
4,letting badly,We flew Heathrow Larnaca return The aeroplane old tired uncomfortable seat overhead TV screen hardly viewed seat chose My headphone not work seat either But apart somewhat OK ish journey offering food drink shocking We choose food drink Marks Spencers booklet believe food not MS quality never put good name behind BA endeavour cut cost Whilst I accept system recently introduced forced teething problem fact pay purchase credit card many client scrambling overhead locker shameful What earth BA thinking British Airways seriously letting badly We felt like low budget airline customer although paid high price ticket Indeed flown Easyjet Ryanair would saved hundred pound I certainly seeking airline frequent booking Cyprus amount least 5 6 trip year MS dont spoil good reputation venture,Economy Class,3,5,5,1,0,1,1,"['Overpriced & Poor Value for Money', 'Food and Beverage', 'Baggage Problems', 'Seating Comfort']"
1,worst customer service,London Phoenix British Airways Premium economy Possibly worst customer service flight attendant ever outward inward flight The plane dirty old smelly The cabin crew rude unhelpful customer service simply ignore complaint British Airways stand budget airline,Premium Economy,1,1,1,1,0,1,1,"['Overpriced & Poor Value for Money', 'Food and Beverage']"
2,described appalling,Flew Gatwick Tampa Business class 7th January The experience described appalling The business class lounge facility not available due move south terminal We use general lounge passenger prepared pay 3750 could use This meant overcrowded dirty no fault regular staff They could not keep number passenger We could not get seat anywhere advised BA staff told come back later see seat free The BA ground staff completely overwhelmed number business class passenger complaining appeared wit end The flight mediocre say least The food average service satisfactory Having paid 2000 ticket not unreasonable expect good service We formally complained British Airways via customer service department response came back moving south terminal needed understanding thing would get better future We not even offered refund tea bought main area terminal could not get lounge provided This not good customer service not future travel British Airways travelling Virgin even mean get several connecting flight destination,Business Class,3,3,1,1,0,2,2,"['Overpriced & Poor Value for Money', 'Food and Beverage', 'Refund & Compensation Disputes']"
1,aircraft filthy,Flew British Airways Miami London Heathrow 15th January aircraft filthy Economy class Pulled tiny TV armrest hair attached Opened armrest retrieve table dirt disgusting accumulation long period time TV didnt work 3 hour 85 hour flight attendant trying reboot 3 time I finally asked could done I paid extra seat extra leg room seat 29A no seat front could stretch right There seat free Business class Manager flight made clear not allowed move I traveled business class outbound flight 3rd Jan not feel value money I stick Emirates Virgin future I know aircraft clean good customer service I logged complaint onboard time week later still heard nothing doesnt surprise,Economy Class,2,1,2,1,0,1,1,"['Food and Beverage', 'Refund & Compensation Disputes', 'Baggage Problems', 'Seating Comfort']"
5,horrible food unmotivated crew,London Heathrow Dubai delayed flight Poor communication LHR British Airways staff Horrible food Crowded flight mar mini bite size breakfast Unmotivated crew All money made seems go senior management A disgrace sad experienced avoid,Economy Class,2,2,1,2,0,1,2,"['Food and Beverage', 'Baggage Problems']"
3,never fly BA,Never Booked round trip London Paris return British Airways business separate ticket Paris Johannesburg AF business class Cape Town Paris Qatar business class On outbound flight no issue apart appalling lounge London T5 Checked return flight online surprise charge booking seat check opening I found strange business class passenger The reason I chose BA flight airport CDG flight Cape Town via Doha arrived long haul flight last thing I wanted hassle connection London The plan get refreshed lounge rest hour get flight Unfortunately plan trashed I arrived check told flight cancelled I rebooked Orly hour away It didnt stop no transfer provided asked I get unfriendly reply well get bus No indication The woman simply turned away started talking colleague Tried get information reply go online She gave paper I thought would map bus turned sheet guideline get compensation Thought ok least something The next shock I arrived Orly The check lady told instead business put economy As I tired wanted get home agreed asked could still use lounge Oh no not possible At point I absolutely appalled asked speak manager Was told not possible I could go online complain Gave went security find flight delayed Spoke lady tried ignore kept repeating go online I dont care BA When back home complained customer service got reply no compensation due ran staff operate flight Complained paper CDG ground crew compensation Generic reply 5 minute no compensation Needless say I never fly BA shame like oneworld partner I frequently fly business class FF luckily not BA,Business Class,2,3,1,1,0,2,3,"['Overpriced & Poor Value for Money', 'Airline Staff & Ground Services']"
1,not fair fare,Not fair fare Flew Bangkok Paris via London British Airways Not allowed choose seat The cabin not clean lot dust 8 seat per row Business no privacy 50 seat dont direct access aisle Bad meal small portion Not enough toilet Tiny PTV screen poor movie selection Crew friendly helpful We face bad mood ground staff London aggressive refused let u take hand luggage London Paris flight We explained Business class flew case beginning vacation didnt care refused u bring board After 30 minute I showed size allowed BA They recognized mistake let u take 30 minute stress didnt job properly Wont fly BA except cabin crew everything bad looking like budget airline,Business Class,2,5,1,1,0,1,1,"['Food and Beverage', 'Airline Staff & Ground Services', 'Baggage Problems']"
3,ludicrous approach carry baggage,Glasgow London Gatwick British Airways Absolutely ludicrous approach carry baggage allowance flight I arrived seat plane approximately third boarded already overhead locker 3 4 row either side jammed capacity huge bag could not possibly came even close permitted size allowed cabin I struggled squeeze jacket gap 2 massive case keep small backpack containing change clothes foot flight No idea visibly oversized overweight bag allowed onboard made pretty uncomfortable flight Pretty disappointing airline whose standard seem sliding badly,Economy Class,1,4,4,2,0,1,3,"['Food and Beverage', 'Baggage Problems']"
6,way BAs competitor,London Cape Town Galleries lounge T3 tatty overcrowded Takeoff delayed hour weather issue kept well informed waiting push back Seats 62JK upper deck excellent couple although plane looking age patching wherever looked IFE long past due replacement date small screen poor resolution Cabin crew friendly enough Meal usual substandard BA fare diminishing portion size overcooked main Hotel Chocolat choc disappeared Arrival CPT 30 min behind schedule Cape Town London Galleries lounge CPT spacious quickly became packed pax two flight Food option dreadful worst hot food weve encountered business class lounge Cheese prepackaged MCC available no champagne Push back 15 min ahead schedule Same seat upper deck Meal barely average avoided hot option breakfast Arrived ahead schedule Overall flight usual BA service Onboard another matter seat service way BAs competitor inflated price,Business Class,3,3,4,3,0,3,3,"['Food and Beverage', 'Airline Staff & Ground Services']"
